Rk,School,Overall G,Overall W,Overall L,Overall W-L%,Overall SRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,Points Opponent,Opponent Pace,Opponent ORtg,Opponent FTr,Opponent 3PAr,Opponent TS%,Opponent TRB%,Opponent AST%,Opponent STL%,Opponent BLK%,Oppone t eFG%,Opponent TOV%,Opponent ORB%,Opponent Advanced FT/FGA
282,Southeast Missouri State,33,15,18,0.455,-5.89,-4.28,9,7,10,4,4,11,2460,2464,70.1,105.8,0.381,0.401,0.582,53.2,55.3,6.7,8.4,0.552,19.7,29.7,0.271
283,Southeastern Louisiana,32,16,16,0.5,-7.36,-8.13,9,9,11,3,5,12,2268,2182,69.6,98,0.39,0.337,0.527,47.2,50.3,9,10.8,0.488,19,29.6,0.272
284,Southern California NCAA,36,26,10,0.722,11.48,6.4,10,8,14,3,6,5,2816,2633,70.1,103.9,0.24,0.365,0.527,49.7,53.6,7.9,8.5,0.501,15.3,31.2,0.172
285,SIU Edwardsville,30,6,24,0.2,-12.25,-3.29,1,15,3,10,2,13,2044,2282,70.9,106.4,0.431,0.317,0.561,49.5,56.4,8.9,8.9,0.518,16.2,27.9,0.315
286,Southern Illinois,33,17,16,0.515,1.09,2.65,9,9,11,6,5,9,2260,2289,66.4,102.9,0.334,0.37,0.544,51.1,51.4,7.7,8.6,0.52,17.7,31.1,0.22
287,Southern Methodist NCAA,35,30,5,0.857,18.71,4.45,17,1,18,0,8,3,2599,2100,63.7,94.2,0.246,0.455,0.488,43.7,55.7,7.7,8.5,0.46,16,26.4,0.17
288,Southern Mississippi,31,9,22,0.29,-13.4,-2.78,6,12,8,6,1,12,1952,2239,67.6,105.2,0.331,0.432,0.548,51.8,60.1,8.6,11.6,0.52,15.1,25.4,0.229
289,Southern Utah,33,6,27,0.182,-15.58,-5.39,3,15,3,10,2,14,2559,2814,74.1,113.8,0.499,0.392,0.592,50.3,55,7.6,12.2,0.553,14.8,28.1,0.359
290,Southern,33,15,18,0.455,-14.48,-11.68,10,8,11,4,4,13,2360,2401,69.9,103.7,0.373,0.328,0.513,49.2,43.6,8.3,9.8,0.479,14.8,33.5,0.249
291,St. Bonaventure,32,20,12,0.625,5.95,1.48,11,7,11,4,5,5,2459,2316,70.6,101.8,0.415,0.383,0.537,48.8,57.1,7.3,9.4,0.499,18.1,31,0.287
292,St. Francis (NY),31,4,27,0.129,-19.24,-6.54,2,16,3,10,0,16,1921,2284,68.7,106.3,0.467,0.273,0.558,54.5,47.4,7.7,9.8,0.522,17.5,32.9,0.318
293,St. John's (NY),33,14,19,0.424,6.45,8.39,7,11,9,5,4,9,2534,2598,73.9,106.5,0.393,0.339,0.558,53.1,54.8,8.5,8.6,0.524,17.7,32.8,0.276
294,Stanford,31,14,17,0.452,6.39,8.59,6,12,10,5,1,10,2162,2204,69.4,102,0.378,0.4,0.552,49.1,58.6,8.9,9,0.52,18.2,26.9,0.263
295,Stephen F. Austin,33,18,15,0.545,-7.01,-5.75,12,6,12,2,4,10,2289,2271,69.3,98.6,0.446,0.346,0.547,46.9,51.7,10.4,8.9,0.512,20.5,28.5,0.303
296,Stetson,32,11,21,0.344,-14.21,-5.45,3,11,7,7,4,13,2471,2654,74.9,110.2,0.311,0.362,0.545,55.1,50.3,6.8,9.9,0.517,13.2,32,0.216
297,Stony Brook,32,18,14,0.563,-4.71,-5.05,12,4,10,6,7,8,2215,2204,66.9,102.9,0.401,0.363,0.544,51.1,48.6,6.6,6.7,0.507,17.3,28.8,0.281
298,Syracuse,34,19,15,0.559,13.7,8.47,10,8,17,4,2,8,2594,2416,67.9,104,0.291,0.428,0.527,50.7,67.1,9,7.7,0.504,16.6,34.5,0.192
299,Temple,32,16,16,0.5,4.84,5.09,7,11,9,7,4,8,2269,2277,67.9,103.6,0.321,0.351,0.527,52.5,54.2,7.8,11.4,0.491,15.8,32.2,0.233
300,Tennessee-Martin,35,22,13,0.629,-4.7,-4.34,10,6,14,2,7,10,2693,2630,69.8,106.5,0.301,0.438,0.549,46.8,57.8,9.1,7.7,0.521,16.6,31.9,0.213
301,Tennessee State,30,17,13,0.567,-1.57,-2.96,8,8,7,5,8,7,2134,2032,68.7,96.9,0.47,0.454,0.53,46.7,60.1,8,7.6,0.486,19.7,27.7,0.325
302,Tennessee Tech,32,12,20,0.375,-7.6,-4.17,8,8,7,8,5,11,2317,2340,70.1,102.7,0.384,0.398,0.545,50.4,59.8,8.1,9.7,0.502,17.9,29.9,0.283
303,Tennessee,32,16,16,0.5,11.28,10.18,8,10,11,6,4,7,2383,2335,71.5,101.6,0.43,0.336,0.529,49.5,49,8.3,9.1,0.487,16.8,30.3,0.3
304,Texas A&M-Corpus Christi,36,24,12,0.667,-2.97,-5.79,12,6,16,2,7,9,2715,2574,70.5,100.3,0.396,0.415,0.543,50.5,54.1,9.9,6.5,0.51,19.9,31.1,0.271
305,Texas A&M,31,16,15,0.516,10.36,7.97,8,10,11,5,3,7,2176,2102,66.8,101.5,0.281,0.387,0.507,46.3,57.6,9.9,8.8,0.472,14.8,31.3,0.205
306,Texas-Arlington,36,27,9,0.75,5.92,-0.87,14,4,14,1,12,7,2818,2516,71.3,98,0.366,0.453,0.515,47.9,54,9.4,9.4,0.485,17.7,29.5,0.239
307,Texas Christian,39,24,15,0.615,15.64,10.95,6,12,15,6,4,8,2914,2718,68.3,101.5,0.307,0.339,0.532,47.3,58.7,8.4,10,0.504,16.6,29.2,0.21
308,Texas-El Paso,32,15,17,0.469,-3.13,-2.51,12,6,8,8,5,6,2217,2202,68.1,99.4,0.39,0.406,0.525,49.7,58,8.4,5.2,0.49,15.7,24.4,0.264
309,Texas-Rio Grande Valley,32,10,22,0.313,-11.44,-3.68,2,12,7,7,1,14,2505,2665,76.6,106.7,0.515,0.348,0.569,51.9,60.4,9.3,6.9,0.533,18.3,31.7,0.35
310,Texas-San Antonio,33,14,19,0.424,-7.42,-3.03,8,10,11,3,2,15,2178,2291,69.3,100.2,0.374,0.37,0.531,47.4,54.1,8.4,9.7,0.499,15.8,24.1,0.252
311,Texas Southern NCAA,35,23,12,0.657,-6.41,-7.81,16,2,10,0,11,11,2593,2544,69.7,103.5,0.323,0.285,0.522,51.6,48.2,7.4,8.9,0.491,16.3,34.8,0.221
312,Texas State,36,22,14,0.611,-2.23,-4.29,11,7,13,4,5,9,2407,2256,64.4,96.2,0.356,0.357,0.51,49.7,47.3,8.4,10.5,0.469,18,28.7,0.255
313,Texas Tech,32,18,14,0.563,14.11,7.86,6,12,16,3,1,9,2346,2146,65.9,100.2,0.356,0.425,0.543,47.7,50.6,7.7,6.7,0.508,18.1,25.8,0.254
314,Texas,33,11,22,0.333,10.99,12.75,4,14,10,7,0,11,2215,2273,68.5,100.5,0.3,0.346,0.515,51.1,48.3,9.4,8.5,0.481,15.8,31.2,0.215
315,Toledo,34,17,17,0.5,1.16,-0.9,9,9,12,4,4,10,2675,2567,69.2,105.3,0.265,0.302,0.533,47.2,43,9.5,10.7,0.509,12.7,25.3,0.181
316,Towson,33,20,13,0.606,1.84,-1.28,11,7,12,3,6,8,2447,2285,68.8,99.5,0.464,0.399,0.529,44.4,51.1,7.8,9.6,0.486,16.8,25.6,0.318
317,Troy NCAA,37,22,15,0.595,-0.47,-3.36,10,8,10,4,6,10,2889,2667,70.1,102.4,0.322,0.398,0.53,48.2,49.7,8.5,9.3,0.495,15.5,28.5,0.232
318,Tulane,31,6,25,0.194,-3.98,4.25,3,15,4,10,2,10,2179,2434,71.1,109.1,0.408,0.345,0.57,52.7,50.3,8.7,9.8,0.537,17.1,32.5,0.287
319,Tulsa,32,15,17,0.469,2.45,5.29,8,10,10,5,3,9,2158,2249,67.8,103.3,0.331,0.391,0.537,48.9,49.5,10.4,13.5,0.504,16,28.3,0.234
320,UCLA NCAA,36,31,5,0.861,20.67,6.39,15,3,16,1,8,2,3233,2719,74.2,101.8,0.254,0.358,0.512,47.6,46.8,8.5,4.4,0.487,13.7,28.4,0.173
321,Utah State,32,15,17,0.469,2.9,2.46,7,11,11,5,3,8,2337,2248,68.9,101.5,0.332,0.381,0.519,48.8,56.5,9.2,8.6,0.485,14.3,25.8,0.231
322,Utah Valley,34,17,17,0.5,-1.22,-2.44,6,8,8,5,8,11,2615,2479,75.5,94.9,0.338,0.329,0.5,48.8,51.4,9,8.6,0.467,16,24.1,0.227
323,Utah,32,20,12,0.625,12.45,4.32,11,7,14,4,5,6,2511,2180,70.1,96.4,0.304,0.335,0.505,45.1,46.6,8.8,8.3,0.474,15.1,23.9,0.207
324,Valparaiso,33,24,9,0.727,3.94,-1.59,14,4,15,2,7,6,2465,2274,70,97.7,0.32,0.379,0.51,47.1,54.3,8.7,8.5,0.477,16,26.6,0.222
325,Vanderbilt NCAA,35,19,16,0.543,13.69,10.72,10,8,11,5,5,6,2489,2385,67.1,101.1,0.307,0.33,0.513,50,46.3,8.2,10.7,0.481,14,26.9,0.214
326,Vermont NCAA,35,29,6,0.829,6.67,-3.27,16,0,16,1,11,3,2571,2174,65.4,95,0.26,0.311,0.505,47.2,44.7,8.1,7.4,0.475,17.4,26.7,0.183
327,Villanova NCAA,36,32,4,0.889,23.8,9.28,15,3,14,1,9,2,2779,2256,65.6,95.5,0.221,0.4,0.506,47,57,7.8,6.6,0.481,17.6,27.4,0.155
328,Virginia Commonwealth NCAA,35,26,9,0.743,11.57,3.77,14,4,15,1,7,4,2616,2343,69,95.6,0.409,0.315,0.517,48.2,46.4,7.8,8.9,0.475,18.5,27.3,0.285
329,VMI,30,6,24,0.2,-13.91,-1.8,3,15,5,9,1,14,2057,2346,70.2,111.3,0.393,0.36,0.578,53.1,54.5,10.1,7.5,0.555,16.1,31,0.263
330,Virginia Tech NCAA,33,22,11,0.667,12.77,8.38,10,8,15,2,4,6,2610,2465,69.8,106.3,0.273,0.359,0.538,51.8,49.9,7.7,11.8,0.51,14.3,30.2,0.196
331,Virginia NCAA,34,23,11,0.676,20.63,10.93,11,7,12,4,7,5,2246,1916,60.3,92.1,0.338,0.398,0.499,47.7,50.6,8.1,7.5,0.461,18.4,24.3,0.237
332,Wagner,30,16,14,0.533,-7.13,-7.89,11,7,8,7,8,7,2047,1973,65,99.9,0.384,0.358,0.509,45,52.5,8.6,6.5,0.469,15.9,30.3,0.266
333,Wake Forest NCAA,33,19,14,0.576,14.19,9.8,9,9,11,3,5,8,2733,2588,71.7,109.3,0.38,0.388,0.563,48.1,52.7,8.4,9.9,0.527,14.3,27.5,0.275
334,Washington State,31,13,18,0.419,0.13,6.87,6,12,9,7,2,7,2179,2376,69.4,110,0.275,0.368,0.548,53.1,51.1,8.2,7.7,0.524,12.7,28.9,0.191
335,Washington,31,9,22,0.29,2.15,6.82,2,16,7,9,1,11,2368,2513,72.8,110.9,0.347,0.307,0.56,48.4,52.3,9.7,9,0.528,14.2,31.2,0.25
336,Weber State,34,20,14,0.588,-2.32,-5.13,12,6,10,3,7,8,2714,2505,69.5,104.5,0.283,0.268,0.532,52,43.1,6.9,6.9,0.499,14.7,29.3,0.209
337,West Virginia NCAA,37,28,9,0.757,24.45,9.67,12,6,16,2,6,4,3014,2467,71.4,91.8,0.425,0.363,0.527,47.9,53.5,7.8,9,0.488,24,31.5,0.29
338,Western Carolina,32,9,23,0.281,-15.3,-0.7,4,14,6,8,3,13,1965,2347,69.4,105.6,0.459,0.404,0.557,49.5,59.4,12.1,10.2,0.516,17,28.9,0.322
339,Western Illinois,28,8,20,0.286,-11,-2.38,5,11,5,8,3,11,2012,2151,70.9,106,0.393,0.315,0.542,52.1,51.6,9,7.4,0.5,12.7,23.7,0.287
340,Western Kentucky,32,15,17,0.469,-5.8,-2.89,9,9,11,3,4,12,2209,2302,67.5,106.6,0.247,0.383,0.546,49.7,55.3,8,7.9,0.523,14,26.7,0.175
341,Western Michigan,32,16,16,0.5,-0.78,-0.55,11,7,13,2,3,9,2417,2408,70.7,106,0.346,0.375,0.567,48,52.2,8.5,7.1,0.538,16.6,25.9,0.244
342,Wichita State NCAA,36,31,5,0.861,21.24,2.96,17,1,16,1,9,1,2916,2246,69.4,89.9,0.359,0.388,0.48,43.9,49.5,7.6,8.9,0.437,17.2,23.6,0.249
343,William & Mary,31,17,14,0.548,-0.14,-0.73,10,8,13,1,3,12,2534,2411,71.8,107.4,0.347,0.408,0.545,49,49.2,8.8,10.7,0.513,13.4,27.2,0.245
344,Winthrop NCAA,33,26,7,0.788,1.34,-6.12,15,3,13,3,12,3,2615,2322,71.5,96.2,0.335,0.352,0.503,49.7,40.8,8.2,9.7,0.463,16.7,28.1,0.242
345,Wisconsin NCAA,37,27,10,0.73,19.4,9.4,12,6,15,2,5,5,2678,2308,64.5,95.4,0.281,0.335,0.511,45.3,45.6,8.1,8.5,0.476,17.3,25.4,0.207
346,Wofford,33,16,17,0.485,-0.71,-1.08,10,8,11,2,4,10,2593,2479,68.2,107.7,0.368,0.338,0.565,49.7,46.4,9.1,7.8,0.529,15.8,27.9,0.268
347,Wright State,32,20,12,0.625,-1.02,-2.42,11,7,12,4,8,7,2465,2317,71.6,100.3,0.364,0.393,0.543,48.2,47.8,9.4,9.1,0.508,17.8,26.2,0.256
348,Wyoming,38,23,15,0.605,2.83,0.55,8,10,19,3,3,10,2961,2833,74,99.2,0.384,0.348,0.503,50.8,44.6,9.1,9.2,0.456,14,26.7,0.278
349,Xavier NCAA,38,24,14,0.632,14.8,11.51,9,9,12,4,4,8,2836,2711,68.3,104.2,0.334,0.395,0.546,45.6,55,9.3,10.4,0.516,15.5,25.3,0.233
350,Yale,29,18,11,0.621,0.21,-2.19,9,5,10,3,7,7,2151,2028,68.2,102.1,0.261,0.382,0.52,47.6,51.7,9.7,9.9,0.491,14.9,28.4,0.185
351,Youngstown State,34,13,21,0.382,-9.75,-2.56,5,13,7,7,3,12,2616,2801,73.7,109.3,0.28,0.362,0.552,52.6,53.7,7.8,7.7,0.524,14.1,30.8,0.201
