Rk,School,Overall G,Overall W,Overall L,Overall W-L%,OverallSRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,PPG,Points Opponent,OPPG,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
66,Connecticut,35,20,15,0.571,8.28,4.22,10,8,11,5,4,7,2243,64.08571429,2101,60.02857143,1405,800,1824,0.439,226,637,0.355,417,590,0.707,331,1178,416,166,183,404,573
67,Coppin State,31,8,23,0.258,-17.84,-4.78,6,10,4,7,3,15,2219,71.58064516,2558,82.51612903,1240,758,1906,0.398,295,826,0.357,408,590,0.692,319,994,390,207,99,418,632
68,Cornell,30,13,17,0.433,-3.58,-1.92,5,9,8,5,5,9,1868,62.26666667,1838,61.26666667,1210,615,1558,0.395,181,579,0.313,457,610,0.749,248,981,312,187,142,359,569
69,Creighton,33,14,19,0.424,7.48,7.05,4,14,9,8,3,9,2221,67.3030303,2207,66.87878788,1340,746,1776,0.42,262,759,0.345,467,644,0.725,348,1139,449,147,77,391,591
70,Dartmouth,29,14,15,0.483,-3.11,-3.32,7,7,8,4,6,11,1835,63.27586207,1829,63.06896552,1170,657,1510,0.435,173,500,0.346,348,539,0.646,298,949,357,222,101,373,557
71,Davidson,32,24,8,0.75,11.97,3.19,14,4,14,1,9,4,2529,79.03125,2221,69.40625,1285,898,1924,0.467,343,877,0.391,390,553,0.705,335,1144,547,171,93,303,601
72,Dayton,36,27,9,0.75,10.98,4.06,13,5,16,0,5,6,2439,67.75,2190,60.83333333,1445,810,1755,0.462,239,670,0.357,580,846,0.686,255,1121,490,250,91,415,573
73,Delaware State,36,18,18,0.5,-10.78,-6.75,9,7,6,6,9,11,2533,70.36111111,2607,72.41666667,1445,888,2121,0.419,282,798,0.353,475,672,0.707,424,1375,430,179,141,484,614
74,Delaware,30,10,20,0.333,-7.76,-1.69,9,9,5,8,5,10,1979,65.96666667,2161,72.03333333,1215,675,1646,0.41,199,576,0.345,430,627,0.686,314,1061,376,128,108,367,522
75,Denver,30,12,18,0.4,-3.96,-3.13,6,10,9,7,3,10,1865,62.16666667,1890,63,1215,657,1369,0.48,224,589,0.38,327,427,0.766,148,717,457,179,55,338,611
76,DePaul,32,12,20,0.375,3.3,7.49,6,12,9,7,3,9,2220,69.375,2354,73.5625,1285,757,1739,0.435,248,705,0.352,458,635,0.721,292,969,395,212,122,428,679
77,Detroit Mercy,33,15,18,0.455,-2.25,0.13,7,9,10,6,3,11,2334,70.72727273,2335,70.75757576,1335,840,1889,0.445,231,602,0.384,423,619,0.683,343,1109,444,254,112,436,687
78,Drake,31,9,22,0.29,-6.04,2.22,6,12,8,7,1,11,1844,59.48387097,2070,66.77419355,1250,637,1396,0.456,200,490,0.408,370,482,0.768,192,810,370,138,60,409,485
79,Drexel,30,11,19,0.367,-5.71,-0.85,9,9,5,9,5,6,1787,59.56666667,1930,64.33333333,1205,614,1569,0.391,176,540,0.326,383,514,0.745,287,948,317,155,110,313,523
80,Duke,39,35,4,0.897,24.97,9.87,15,3,15,1,9,2,3091,79.25641026,2502,64.15384615,1570,1099,2191,0.502,283,732,0.387,610,873,0.699,445,1436,588,278,149,421,607
81,Duquesne,31,12,19,0.387,-2.93,1.41,6,12,9,7,2,10,2213,71.38709677,2303,74.29032258,1245,803,1788,0.449,245,663,0.37,362,577,0.627,353,1124,466,159,104,381,558
82,East Carolina,33,14,19,0.424,-2.84,1,6,12,11,5,1,11,2116,64.12121212,2176,65.93939394,1325,750,1777,0.422,233,663,0.351,383,563,0.68,333,1048,443,208,64,379,571
83,East Tennessee State,30,16,14,0.533,-4.8,-4.01,8,10,10,4,6,9,2201,73.36666667,2140,71.33333333,1210,722,1712,0.422,280,764,0.366,477,661,0.722,331,1052,382,235,83,381,611
84,Eastern Illinois,33,18,15,0.545,-5.52,-2.42,9,7,9,5,7,8,2097,63.54545455,2136,64.72727273,1330,746,1696,0.44,241,643,0.375,364,558,0.652,255,1003,435,186,141,396,535
85,Eastern Kentucky,33,21,12,0.636,-0.03,-4.16,11,5,13,4,8,7,2373,71.90909091,2100,63.63636364,1330,818,1763,0.464,299,837,0.357,438,562,0.779,225,876,495,321,98,374,556
86,Eastern Michigan,35,21,14,0.6,1.96,-0.14,8,10,16,3,4,10,2429,69.4,2230,63.71428571,1415,806,1963,0.411,230,742,0.31,587,817,0.718,403,1271,371,305,157,411,659
87,Eastern Washington,35,26,9,0.743,0.79,-3.84,14,4,13,2,11,6,2820,80.57142857,2588,73.94285714,1410,977,2045,0.478,344,860,0.4,522,719,0.726,351,1183,454,219,167,376,624
88,Elon,33,15,18,0.455,-5.91,-2.69,6,12,8,6,5,10,2329,70.57575758,2329,70.57575758,1335,807,1906,0.423,240,684,0.351,475,695,0.683,355,1151,394,213,45,440,691
89,Evansville,36,24,12,0.667,3.36,-0.07,9,9,14,5,8,5,2552,70.88888889,2361,65.58333333,1455,899,1854,0.485,153,431,0.355,601,803,0.748,284,1168,574,210,129,455,619
90,Fairfield,31,7,24,0.226,-8.63,-2.31,5,15,4,11,2,11,1845,59.51612903,2041,65.83870968,1265,614,1578,0.389,198,614,0.322,419,585,0.716,286,979,324,154,109,396,592
91,Fairleigh Dickinson,29,8,21,0.276,-12.22,-4.54,3,15,4,9,4,12,1956,67.44827586,2130,73.44827586,1175,681,1658,0.411,208,628,0.331,386,557,0.693,300,869,325,252,94,372,648
92,Florida A&M,29,2,27,0.069,-26.04,-8.52,2,14,2,9,0,17,1607,55.4137931,2115,72.93103448,1160,560,1500,0.373,119,421,0.283,368,567,0.649,281,914,241,143,62,415,518
93,Florida Atlantic,29,9,20,0.31,-7.8,-2.06,2,16,7,7,2,13,1815,62.5862069,1934,66.68965517,1165,651,1562,0.417,212,610,0.348,301,447,0.673,265,904,297,126,99,367,522
94,Florida Gulf Coast,33,22,11,0.667,-1.81,-4.98,11,3,14,4,6,6,2224,67.39393939,2085,63.18181818,1325,814,1883,0.432,197,585,0.337,399,603,0.662,404,1257,467,185,127,386,559
95,Florida International,33,16,17,0.485,-7.78,-3.23,8,10,8,4,6,10,2060,62.42424242,2153,65.24242424,1335,749,1694,0.442,151,487,0.31,411,647,0.635,313,1129,374,224,150,493,613
96,Florida State,33,17,16,0.515,6.69,7.02,8,10,12,6,3,7,2199,66.63636364,2210,66.96969697,1330,763,1669,0.457,147,470,0.313,524,783,0.669,328,1109,380,181,157,478,612
97,Florida,33,16,17,0.485,13.27,9.67,8,10,11,5,2,9,2101,63.66666667,1982,60.06060606,1330,766,1763,0.434,218,674,0.323,351,553,0.635,348,1095,431,228,118,409,558
98,Fordham,31,10,21,0.323,-2.15,2.72,4,14,8,8,1,11,2015,65,2144,69.16129032,1245,711,1713,0.415,187,613,0.305,406,559,0.726,373,1117,390,209,119,452,582
99,Fresno State,32,15,17,0.469,-2.23,1.3,10,8,11,3,4,10,2086,65.1875,2123,66.34375,1295,725,1692,0.428,179,559,0.32,457,662,0.69,286,1010,336,250,114,358,644
100,Furman,33,11,22,0.333,-10.55,-3.46,5,13,7,7,1,14,2098,63.57575758,2245,68.03030303,1330,701,1636,0.428,216,658,0.328,480,717,0.669,316,1068,342,183,94,438,582
101,Gardner-Webb,35,20,15,0.571,-5.24,-3.11,10,8,12,2,5,11,2619,74.82857143,2595,74.14285714,1420,909,2028,0.448,288,823,0.35,513,767,0.669,387,1226,565,233,83,430,569
102,George Mason,31,9,22,0.29,-1.43,4.6,4,14,7,8,2,9,1996,64.38709677,2147,69.25806452,1255,708,1663,0.426,130,406,0.32,450,676,0.666,391,1113,315,187,120,445,638
103,George Washington,35,22,13,0.629,8.07,2.79,10,8,12,2,5,10,2354,67.25714286,2169,61.97142857,1415,827,1887,0.438,192,545,0.352,508,754,0.674,422,1278,408,197,136,420,560
104,Georgetown,33,22,11,0.667,15.48,9.81,12,6,13,3,5,4,2340,70.90909091,2153,65.24242424,1340,799,1753,0.456,201,569,0.353,541,769,0.704,367,1152,427,251,156,415,668
105,Georgia Southern,31,22,9,0.71,-0.4,-4.72,14,6,13,2,8,6,2112,68.12903226,1865,60.16129032,1250,733,1765,0.415,234,740,0.316,412,616,0.669,391,1160,361,226,99,365,522
106,Georgia State,35,25,10,0.714,5.47,-2.03,15,5,12,1,8,8,2499,71.4,2184,62.4,1415,902,1878,0.48,174,522,0.333,521,719,0.725,322,1116,479,321,143,366,642
107,Georgia Tech,31,12,19,0.387,7.16,8.45,3,15,8,8,2,9,1962,63.29032258,2002,64.58064516,1260,734,1800,0.408,131,491,0.267,363,560,0.648,444,1187,362,177,104,394,516
108,Georgia,33,21,12,0.636,12.42,8.6,11,7,12,4,8,4,2250,68.18181818,2124,64.36363636,1351,747,1730,0.432,184,538,0.342,572,826,0.692,360,1260,411,183,151,420,608
109,Gonzaga,38,35,3,0.921,21.12,5.12,17,1,15,1,10,1,2989,78.65789474,2343,61.65789474,1525,1084,2083,0.52,264,660,0.4,557,806,0.691,391,1441,620,226,126,397,637
110,Grambling,29,2,27,0.069,-30.67,-8,0,18,2,9,0,17,1509,52.03448276,2105,72.5862069,1160,512,1417,0.361,105,366,0.287,380,584,0.651,294,928,225,154,52,486,551
111,Grand Canyon,32,17,15,0.531,-6.62,-5.45,8,6,13,8,4,7,2198,68.6875,2188,68.375,1280,759,1683,0.451,198,594,0.333,482,674,0.715,281,1016,388,171,99,358,627
112,Green Bay,33,24,9,0.727,5.7,-0.4,12,4,13,1,6,7,2252,68.24242424,2006,60.78787879,1325,829,1808,0.459,141,480,0.294,453,705,0.643,369,1178,464,245,161,391,610
113,Hampton,35,17,18,0.486,-8.25,-7.08,8,8,6,5,5,12,2346,67.02857143,2387,68.2,1405,796,1959,0.406,194,638,0.304,560,859,0.652,416,1292,372,235,141,494,752
114,Hartford,30,14,16,0.467,-8.58,-5.16,7,9,7,7,7,8,1858,61.93333333,1924,64.13333333,1215,645,1596,0.404,235,722,0.325,333,477,0.698,264,936,362,187,48,364,555
115,Harvard,30,22,8,0.733,4.47,-0.25,12,3,12,2,9,4,1926,64.2,1727,57.56666667,1220,671,1548,0.433,146,412,0.354,438,609,0.719,316,1025,384,213,135,349,472
116,Hawaii,35,22,13,0.629,2.65,-0.83,8,8,13,5,3,5,2551,72.88571429,2387,68.2,1410,901,2056,0.438,226,702,0.322,523,762,0.686,421,1231,465,337,139,467,712
117,High Point,33,23,10,0.697,-2.47,-4.61,13,5,12,2,9,7,2407,72.93939394,2231,67.60606061,1370,862,1816,0.475,206,535,0.385,477,649,0.735,323,1086,487,206,94,376,515
118,Hofstra,34,20,14,0.588,3.78,-4.46,10,8,8,7,10,6,2668,78.47058824,2388,70.23529412,1370,902,2013,0.448,303,837,0.362,561,801,0.7,402,1240,525,254,90,379,650
119,Holy Cross,30,14,16,0.467,-6.23,-3.82,8,10,10,4,3,12,1981,66.03333333,2020,67.33333333,1220,692,1643,0.421,189,557,0.339,406,568,0.715,305,930,334,228,143,328,582
120,Houston Baptist,28,12,16,0.429,-13.18,-5.63,7,11,10,3,2,13,2028,72.42857143,2063,73.67857143,1126,728,1596,0.456,129,399,0.323,443,611,0.725,366,1061,348,166,115,429,585
121,Houston,32,13,19,0.406,-2.06,-0.91,4,14,9,8,2,9,2060,64.375,2097,65.53125,1300,705,1795,0.393,259,809,0.32,391,575,0.68,403,1129,376,184,121,425,565
122,Howard,32,16,16,0.5,-9.89,-7.86,10,6,9,3,7,12,2032,63.5,2004,62.625,1300,695,1621,0.429,149,501,0.297,493,705,0.699,353,1110,270,242,130,517,596
123,Idaho State,30,7,23,0.233,-11.52,-5.45,4,14,6,7,1,14,1937,64.56666667,2075,69.16666667,1205,699,1588,0.44,148,420,0.352,391,601,0.651,302,972,337,207,77,355,526
124,Idaho,30,13,17,0.433,-5.75,-4.79,8,10,11,3,2,12,2301,76.7,2269,75.63333333,1220,805,1726,0.466,236,572,0.413,455,642,0.709,312,1086,405,140,57,360,634
125,Illinois-Chicago,34,10,24,0.294,-7.86,-0.36,4,12,7,9,2,11,2201,64.73529412,2389,70.26470588,1365,724,1870,0.387,204,629,0.324,549,745,0.737,391,1142,413,205,92,375,609
126,Illinois State,35,22,13,0.629,7.96,2.87,11,7,11,5,7,6,2385,68.14285714,2170,62,1415,846,1945,0.435,212,615,0.345,481,674,0.714,439,1256,408,254,152,449,662
127,Illinois,33,19,14,0.576,12.42,6.93,9,9,14,3,2,9,2281,69.12121212,2100,63.63636364,1330,786,1903,0.413,238,670,0.355,471,593,0.794,351,1134,389,208,105,328,577
128,Incarnate Word,29,18,11,0.621,-6.15,-6.47,10,8,11,3,7,8,2298,79.24137931,2180,75.17241379,1190,773,1647,0.469,204,550,0.371,548,747,0.734,267,969,382,229,128,329,538
129,Indiana State,31,15,16,0.484,-0.49,1.21,11,7,10,6,5,7,2060,66.4516129,2101,67.77419355,1265,681,1601,0.425,225,631,0.357,473,674,0.702,271,1008,398,175,98,437,562
130,Indiana,34,20,14,0.588,12.94,7.2,9,9,15,4,3,6,2633,77.44117647,2438,71.70588235,1365,923,1989,0.464,319,786,0.406,468,651,0.719,407,1224,473,170,108,392,606
131,Iona,35,26,9,0.743,3.71,-2.52,17,3,13,0,10,8,2782,79.48571429,2564,73.25714286,1405,950,2051,0.463,344,869,0.396,538,768,0.701,348,1260,573,226,135,427,605
132,Iowa State,34,25,9,0.735,17.94,9.15,12,6,15,1,6,5,2645,77.79411765,2346,69,1360,940,1973,0.476,263,726,0.362,502,721,0.696,323,1221,546,218,133,375,527
133,Iowa,34,22,12,0.647,15.83,8.39,12,6,14,4,7,4,2372,69.76470588,2119,62.32352941,1370,821,1905,0.431,192,576,0.333,538,723,0.744,422,1274,482,218,158,377,536
134,IPFW,31,16,15,0.516,-3.13,-3.41,9,7,10,5,6,9,2171,70.03225806,2081,67.12903226,1240,754,1603,0.47,221,619,0.357,442,645,0.685,242,1001,444,178,92,365,502
135,IUPUI,31,10,21,0.323,-8.28,-1.93,6,10,5,8,5,12,1883,60.74193548,2080,67.09677419,1275,692,1623,0.426,126,426,0.296,373,532,0.701,318,1009,348,218,65,482,635
136,Jackson State,32,11,21,0.344,-12.36,-9.52,9,9,6,6,5,14,1941,60.65625,2032,63.5,1290,701,1812,0.387,153,558,0.274,386,597,0.647,460,1188,324,203,81,459,695
137,Jacksonville State,31,12,19,0.387,-12.65,-4.52,5,11,11,3,1,16,1939,62.5483871,2126,68.58064516,1255,647,1698,0.381,179,598,0.299,466,651,0.716,346,1043,371,191,129,377,606
138,Jacksonville,32,10,22,0.313,-16.7,-6.46,4,10,8,7,2,15,2058,64.3125,2303,71.96875,1300,701,1710,0.41,203,566,0.359,453,685,0.661,317,1008,341,207,79,394,578
139,James Madison,33,19,14,0.576,-2.65,-1.53,12,6,12,7,7,6,2217,67.18181818,2254,68.3030303,1325,748,1660,0.451,228,613,0.372,493,700,0.704,299,1067,419,212,78,431,531
140,Kansas State,32,15,17,0.469,8.48,9.29,8,10,13,4,1,10,2016,63,2042,63.8125,1285,690,1593,0.433,141,421,0.335,495,732,0.676,338,1015,417,195,74,424,639
141,Kansas,36,27,9,0.75,18.47,12.13,13,5,15,0,5,5,2561,71.13888889,2333,64.80555556,1445,869,1976,0.44,213,562,0.379,610,842,0.724,426,1364,475,237,175,463,639
142,Kennesaw State,32,10,22,0.313,-17.33,-5.1,4,10,6,8,3,14,2027,63.34375,2363,73.84375,1280,717,1775,0.404,214,661,0.324,379,518,0.732,343,1094,331,173,110,455,567
143,Kent State,35,23,12,0.657,2.04,-0.94,12,6,11,4,10,6,2313,66.08571429,2202,62.91428571,1420,797,1868,0.427,250,693,0.361,469,713,0.658,405,1222,368,177,133,393,645
144,Kentucky,39,38,1,0.974,28.72,8.67,18,0,19,0,10,0,2900,74.35897436,2118,54.30769231,1575,1006,2150,0.468,203,582,0.349,685,943,0.726,491,1482,553,253,268,408,665
145,La Salle,33,17,16,0.515,4.85,3.91,8,10,10,5,6,7,2086,63.21212121,2055,62.27272727,1340,738,1757,0.42,166,517,0.321,444,640,0.694,332,1126,398,211,120,429,582
146,Lafayette,33,20,13,0.606,-3.37,-3.12,9,9,11,5,9,7,2426,73.51515152,2409,73,1325,872,1799,0.485,261,640,0.408,421,549,0.767,282,1017,514,181,83,366,515
147,Lamar,30,15,15,0.5,-9.75,-5.29,9,9,12,2,2,13,2146,71.53333333,2132,71.06666667,1205,750,1658,0.452,169,532,0.318,477,701,0.68,376,1063,392,224,115,465,623
148,Lehigh,30,16,14,0.533,-3,-3.55,10,8,8,6,8,7,2042,68.06666667,2000,66.66666667,1215,724,1640,0.441,164,475,0.345,430,593,0.725,294,1085,429,168,97,393,531
149,Liberty,32,8,24,0.25,-16.01,-6.44,2,16,8,8,0,13,2045,63.90625,2222,69.4375,1285,717,1658,0.432,154,472,0.326,457,650,0.703,341,1132,358,175,86,522,602
150,Lipscomb,31,14,17,0.452,-10.82,-5.15,7,7,10,3,4,14,2232,72,2322,74.90322581,1255,741,1769,0.419,253,770,0.329,497,715,0.695,345,1112,432,175,61,412,662
151,Long Beach State,33,16,17,0.485,1.64,4.16,10,6,10,2,4,13,2188,66.3030303,2221,67.3030303,1330,761,1809,0.421,230,672,0.342,436,638,0.683,370,1126,369,216,78,445,636
152,Long Island University,30,12,18,0.4,-9.09,-5.32,8,10,5,6,6,9,2022,67.4,2135,71.16666667,1230,677,1726,0.392,195,601,0.324,473,687,0.689,368,1121,346,171,75,411,605
153,Longwood,34,11,23,0.324,-12.96,-5.53,5,13,6,7,2,14,2311,67.97058824,2491,73.26470588,1380,809,1899,0.426,275,746,0.369,418,580,0.721,324,1071,397,270,106,489,671
154,Louisiana,36,22,14,0.611,0.82,-3.61,13,7,12,4,8,8,2789,77.47222222,2520,70,1450,975,2125,0.459,240,670,0.358,599,848,0.706,452,1421,529,239,145,525,665
155,Louisiana-Monroe,38,24,14,0.632,-1.99,-2.88,14,6,14,4,9,7,2454,64.57894737,2299,60.5,1540,923,2162,0.427,192,634,0.303,416,583,0.714,436,1400,497,197,153,439,578
156,LSU,33,22,11,0.667,11.39,5.63,11,7,13,4,8,3,2423,73.42424242,2233,67.66666667,1350,892,1962,0.455,189,558,0.339,450,658,0.684,401,1294,516,240,204,476,516
157,Louisiana Tech,36,27,9,0.75,5.75,-1.34,15,3,17,0,9,8,2632,73.11111111,2362,65.61111111,1451,945,2112,0.447,248,756,0.328,494,716,0.69,375,1210,504,303,207,390,597
158,Louisville,36,27,9,0.75,18.12,8.98,12,6,15,4,7,3,2483,68.97222222,2154,59.83333333,1450,878,2048,0.429,198,644,0.307,529,792,0.668,454,1351,419,283,192,408,623
159,Loyola (IL),37,24,13,0.649,2.35,0.46,8,10,13,6,8,6,2324,62.81081081,2235,60.40540541,1485,841,1776,0.474,224,571,0.392,418,608,0.688,291,1078,489,240,84,466,568
160,Loyola Marymount,31,8,23,0.258,-4.13,5.28,4,14,5,9,2,11,1928,62.19354839,2188,70.58064516,1250,678,1622,0.418,160,452,0.354,412,580,0.71,351,1011,388,188,108,422,540
161,Loyola (MD),30,11,19,0.367,-10.75,-3.38,7,11,7,6,3,13,1764,58.8,1985,66.16666667,1229,607,1591,0.382,148,456,0.325,402,599,0.671,346,1047,290,166,92,388,594
162,Maine,30,3,27,0.1,-17.8,-3.4,2,14,2,9,1,17,1812,60.4,2244,74.8,1210,647,1599,0.405,197,609,0.323,321,442,0.726,238,881,393,179,32,432,554
163,Manhattan,33,19,14,0.576,-1.34,-3.34,13,7,9,2,5,9,2300,69.6969697,2234,67.6969697,1340,756,1748,0.432,215,640,0.336,573,829,0.691,345,1065,460,264,92,481,758
164,Marist,32,7,25,0.219,-10.55,-2.93,5,15,3,9,2,13,1957,61.15625,2201,68.78125,1280,649,1629,0.398,226,717,0.315,433,619,0.7,230,936,336,223,90,436,571
165,Marquette,32,13,19,0.406,7.08,9.02,4,14,9,8,1,9,2083,65.09375,2145,67.03125,1290,742,1699,0.437,207,602,0.344,392,608,0.645,306,1000,479,241,111,402,505
166,Marshall,32,11,21,0.344,-6.45,-0.22,7,11,10,7,1,12,2137,66.78125,2288,71.5,1285,738,1840,0.401,249,788,0.316,412,636,0.648,357,1195,412,212,93,499,634
167,Maryland-Baltimore County,30,4,26,0.133,-16.17,-5.14,2,14,2,11,2,15,1682,56.06666667,2013,67.1,1205,591,1441,0.41,153,469,0.326,347,539,0.644,225,902,338,197,90,467,475
168,Maryland-Eastern Shore,33,18,15,0.545,-6.55,-6.94,11,5,7,3,11,9,2229,67.54545455,2216,67.15151515,1325,752,1660,0.453,213,557,0.382,512,781,0.656,379,1100,447,248,47,504,658
169,Maryland,35,28,7,0.8,13.32,7.63,14,4,18,1,6,4,2417,69.05714286,2218,63.37142857,1410,781,1777,0.44,258,687,0.376,597,790,0.756,314,1223,376,169,151,431,584
170,Massachusetts-Lowell,29,12,17,0.414,-11.21,-4.32,6,10,6,5,6,12,1780,61.37931034,1928,66.48275862,1175,610,1481,0.412,223,622,0.359,337,508,0.663,212,837,323,201,28,383,523
171,Massachusetts,32,17,15,0.531,3.59,4.69,10,8,10,5,5,8,2220,69.375,2255,70.46875,1290,772,1785,0.432,144,488,0.295,532,756,0.704,384,1177,429,216,135,451,591
172,McNeese State,31,15,16,0.484,-10.05,-5.42,8,10,11,5,3,10,2154,69.48387097,2210,71.29032258,1250,792,1873,0.423,193,620,0.311,377,579,0.651,413,1118,409,223,145,333,528
173,Memphis,32,18,14,0.563,7.15,2.9,10,8,12,6,4,5,2155,67.34375,2019,63.09375,1290,802,1827,0.439,166,506,0.328,385,578,0.666,409,1195,460,224,208,427,587
174,Mercer,35,19,16,0.543,-2.01,-4.1,12,6,12,4,5,9,2334,66.68571429,2196,62.74285714,1430,808,1840,0.439,212,611,0.347,506,736,0.688,385,1191,468,224,90,377,560
175,Miami (FL),38,25,13,0.658,12,7.05,10,8,12,6,8,4,2592,68.21052632,2404,63.26315789,1545,878,2053,0.428,292,816,0.358,544,729,0.746,377,1317,488,209,126,385,593
176,Miami (OH),32,13,19,0.406,-3.75,0.31,8,10,10,7,3,10,2123,66.34375,2226,69.5625,1300,739,1679,0.44,187,546,0.342,456,643,0.709,268,984,375,245,64,411,602
177,Michigan State,39,27,12,0.692,17.46,10,12,6,12,4,7,4,2773,71.1025641,2482,63.64102564,1605,1014,2181,0.465,294,763,0.385,451,714,0.632,436,1458,646,203,176,441,738
178,Michigan,32,16,16,0.5,9.56,9.59,8,10,12,6,2,8,2071,64.71875,2048,64,1310,734,1724,0.426,250,696,0.359,353,468,0.754,267,966,382,174,57,306,455
179,Middle Tennessee,36,19,17,0.528,0.21,-0.39,9,9,12,4,4,10,2285,63.47222222,2247,62.41666667,1475,773,1867,0.414,242,675,0.359,497,710,0.7,386,1215,396,214,112,469,660
180,Milwaukee,30,14,16,0.467,-4.85,0.15,9,7,10,4,3,11,1963,65.43333333,2077,69.23333333,1200,659,1564,0.421,211,624,0.338,434,589,0.737,264,982,388,157,83,382,518
181,Minnesota,33,18,15,0.545,12.34,7.21,6,12,13,6,3,7,2449,74.21212121,2233,67.66666667,1330,890,1924,0.463,243,638,0.381,426,634,0.672,352,1087,519,313,110,400,596
182,Mississippi State,32,13,19,0.406,2.53,4.72,6,12,9,8,3,8,1977,61.78125,2032,63.5,1280,669,1557,0.43,133,434,0.306,506,727,0.696,324,1099,278,205,90,474,606
183,Mississippi Valley State,32,6,26,0.188,-23.94,-7.78,5,13,3,6,2,17,2045,63.90625,2562,80.0625,1296,738,1911,0.386,157,519,0.303,412,630,0.654,382,1052,338,241,37,481,589
184,Mississippi,34,21,13,0.618,11.39,7.01,11,7,9,7,8,4,2475,72.79411765,2326,68.41176471,1369,848,2003,0.423,220,662,0.332,559,723,0.773,430,1284,450,225,128,378,668
185,Missouri-Kansas City,33,14,19,0.424,-8.01,-5.07,8,6,9,4,4,13,2164,65.57575758,2202,66.72727273,1345,723,1776,0.407,216,649,0.333,502,724,0.693,374,1037,376,266,111,443,636
186,Missouri State,31,11,20,0.355,-4.92,1.67,5,13,8,6,3,11,1850,59.67741935,1989,64.16129032,1260,654,1612,0.406,158,512,0.309,384,525,0.731,316,1008,347,160,100,377,550
187,Missouri,32,9,23,0.281,1.13,9.26,3,15,8,8,1,10,1935,60.46875,2173,67.90625,1290,683,1694,0.403,196,596,0.329,373,560,0.666,327,1050,343,179,90,417,624
188,Monmouth,33,18,15,0.545,-2.18,-2.91,13,7,8,7,9,7,2134,64.66666667,2110,63.93939394,1335,730,1702,0.429,171,506,0.338,503,697,0.722,320,1080,372,231,127,426,622
189,Montana State,30,7,23,0.233,-12.91,-3.5,4,14,5,9,2,14,1917,63.9,2152,71.73333333,1200,662,1665,0.398,246,687,0.358,347,482,0.72,317,1009,349,132,91,411,624
190,Montana,33,20,13,0.606,-1.75,-3.78,14,4,13,4,7,9,2347,71.12121212,2219,67.24242424,1370,828,1786,0.464,274,737,0.372,417,581,0.718,295,1055,466,218,84,391,634
191,Morehead State,34,17,17,0.5,-0.66,-3.31,10,6,7,6,7,9,2420,71.17647059,2255,66.32352941,1370,854,1930,0.442,220,639,0.344,490,684,0.716,422,1205,495,278,110,462,782
192,Morgan State,31,7,24,0.226,-16.19,-6.48,5,11,5,5,1,17,1898,61.22580645,2199,70.93548387,1245,673,1877,0.359,163,574,0.284,389,622,0.625,468,1098,313,175,89,332,580
193,Mount St. Mary's,30,15,15,0.5,-6.14,-4.4,11,7,9,4,5,11,1893,63.1,1945,64.83333333,1225,662,1645,0.402,228,691,0.33,341,500,0.682,325,979,342,202,112,367,549
194,Murray State,35,29,6,0.829,7.13,-2.81,16,0,15,1,12,2,2764,78.97142857,2367,67.62857143,1410,961,1995,0.482,263,679,0.387,579,831,0.697,422,1292,543,253,113,411,649
195,Navy,32,13,19,0.406,-7.87,-3.61,8,10,8,8,4,10,1952,61,2059,64.34375,1280,719,1637,0.439,170,518,0.328,344,513,0.671,301,982,423,188,107,391,554
196,Nebraska-Omaha,29,12,17,0.414,-7.18,-5.14,5,11,7,6,5,11,2226,76.75862069,2256,77.79310345,1170,767,1724,0.445,179,539,0.332,513,737,0.696,321,1009,350,237,92,391,590
197,Nebraska,31,13,18,0.419,5.9,7.58,5,13,10,6,1,11,1905,61.4516129,1957,63.12903226,1260,664,1613,0.412,161,566,0.284,416,588,0.707,277,1022,315,192,90,389,581
198,Nevada-Las Vegas,33,18,15,0.545,5.41,3.38,8,10,13,4,4,8,2250,68.18181818,2125,64.39393939,1334,808,1816,0.445,236,639,0.369,398,600,0.663,301,1170,453,183,223,376,545
199,Nevada,31,9,22,0.29,-6.03,1.08,5,13,7,8,2,11,1874,60.4516129,2061,66.48387097,1245,637,1673,0.381,111,417,0.266,489,703,0.696,457,1221,298,169,129,436,603
200,New Hampshire,32,19,13,0.594,-3.76,-6.29,11,5,12,3,7,10,2148,67.125,1973,61.65625,1305,747,1712,0.436,231,617,0.374,423,627,0.675,302,1174,366,167,69,394,607
201,New Mexico State,34,23,11,0.676,3.71,-3.67,13,1,15,2,6,8,2316,68.11764706,2033,59.79411765,1370,808,1748,0.462,165,450,0.367,535,771,0.694,428,1199,406,219,124,470,541
202,New Mexico,31,15,16,0.484,2.8,1.03,7,11,10,5,4,8,1921,61.96774194,1866,60.19354839,1255,686,1588,0.432,148,480,0.308,401,609,0.658,331,1081,398,178,139,392,538
203,New Orleans,29,11,18,0.379,-11.86,-6.36,6,12,8,4,2,13,2062,71.10344828,2133,73.55172414,1170,704,1604,0.439,123,366,0.336,531,770,0.69,365,1014,279,216,101,452,608
204,Niagara,30,8,22,0.267,-9.27,-1.8,7,13,4,10,4,10,1930,64.33333333,2154,71.8,1210,642,1608,0.399,184,524,0.351,460,662,0.695,343,1016,338,172,69,408,559
