Rk,School,Overall G,Overall W,Overall L,Overall W-L%,Overall SRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,Points Opponent,Opponent Pace,Opponent ORtg,Opponent FTr,Opponent 3PAr,Opponent TS%,Opponent TRB%,Opponent AST%,Opponent STL%,Opponent BLK%,Oppone t eFG%,Opponent TOV%,Opponent ORB%,Opponent Advanced FT/FGA
53,Charlotte,32,14,18,0.438,1.76,0.35,7,11,7,6,5,9,2362,2317,67.2,104.5,0.331,0.367,0.538,48.6,52.6,8.9,8.2,0.506,15.9,31.2,0.232
54,Chattanooga,32,22,10,0.688,-1.63,-4.06,15,3,15,2,7,7,2325,2141,66.2,99.2,0.419,0.276,0.516,49,44.7,8.7,11.7,0.475,17.2,32,0.287
55,Chicago State,32,8,24,0.25,-14.76,-2.48,4,10,7,5,1,16,1855,2115,64.5,102,0.497,0.386,0.555,51.2,58.7,11,10,0.518,20.5,32.9,0.335
56,Cincinnati NCAA,34,23,11,0.676,10.72,4.4,13,5,15,3,6,5,2113,1898,59.6,92.4,0.261,0.333,0.468,46.5,54,9.2,8.2,0.441,16.8,32.3,0.17
57,Citadel,30,11,19,0.367,-12.91,-4.68,6,12,8,6,3,10,1919,2058,60.3,112.9,0.286,0.364,0.562,50.2,46.6,11.1,10.4,0.536,14.3,33.5,0.205
58,Clemson,31,16,15,0.516,7.73,7.18,8,10,11,6,3,7,1944,1927,62.8,98.3,0.312,0.332,0.491,48.5,52.4,9.9,8.3,0.456,15.1,31.4,0.215
59,Cleveland State,34,19,15,0.559,3.07,-0.78,11,5,12,3,6,12,2296,2098,62.3,100.9,0.436,0.358,0.536,49.1,58.5,10,8.2,0.487,18.6,31.2,0.295
60,Coastal Carolina NCAA,34,24,10,0.706,-1.02,-6.18,12,6,14,2,8,7,2438,2121,65.2,95.7,0.336,0.408,0.499,44.3,53,8.8,7,0.461,16,26.2,0.235
61,Colgate,33,16,17,0.485,-2.91,-3.41,12,6,10,5,6,12,2177,2125,60.5,104.5,0.343,0.323,0.531,50.7,50,9.3,9,0.503,14.5,28.1,0.229
62,College of Charleston,33,9,24,0.273,-7.23,-1.26,3,15,5,9,2,12,1934,2131,61.7,103.8,0.474,0.322,0.525,52.6,50.7,8.8,10.6,0.481,15.7,32.2,0.323
63,Colorado State,34,27,7,0.794,8.12,0.69,13,5,15,2,8,4,2454,2181,65.3,97.8,0.331,0.355,0.514,45.7,51.9,8.2,7,0.487,16.1,25.3,0.217
64,Colorado,34,16,18,0.471,7.01,6.19,7,11,12,5,2,11,2345,2317,65.6,102.3,0.339,0.37,0.524,46.4,52.4,10.4,9.2,0.489,14.8,28,0.238
65,Columbia,28,13,15,0.464,-0.38,-1.49,5,9,9,7,4,7,1816,1737,60.6,102.4,0.378,0.299,0.52,48.1,47.1,9.2,12.3,0.481,14.6,28.8,0.264
66,Connecticut,35,20,15,0.571,8.28,4.22,10,8,11,5,4,7,2243,2101,61.9,96.7,0.326,0.338,0.488,49.2,50.9,8.9,10.8,0.452,15.3,30.6,0.223
67,Coppin State,31,8,23,0.258,-17.84,-4.78,6,10,4,7,3,15,2219,2558,73.6,112.1,0.419,0.305,0.571,57.2,53.6,8.4,9.3,0.538,16.6,37.7,0.294
68,Cornell,30,13,17,0.433,-3.58,-1.92,5,9,8,5,5,9,1868,1838,64.4,94.4,0.407,0.375,0.495,52.7,55.2,8.1,8.7,0.45,17.4,30,0.281
69,Creighton,33,14,19,0.424,7.48,7.05,4,14,9,8,3,9,2221,2207,63.3,104.1,0.334,0.357,0.535,48.5,54.9,9.2,11,0.505,14.9,28.1,0.229
70,Dartmouth,29,14,15,0.483,-3.11,-3.32,7,7,8,4,6,11,1835,1829,62.9,99.5,0.428,0.383,0.537,49.3,55.7,9.4,8.4,0.499,18.7,28.3,0.294
71,Davidson NCAA,32,24,8,0.75,11.97,3.19,14,4,14,1,9,4,2529,2221,67.2,102.9,0.351,0.325,0.518,49.7,49.5,7.5,12.1,0.492,14.7,30.3,0.224
72,Dayton NCAA,36,27,9,0.75,10.98,4.06,13,5,16,0,5,6,2439,2190,64.2,94.4,0.306,0.334,0.503,51.4,54.3,8.2,11.4,0.472,18.3,28.4,0.207
73,Delaware State,36,18,18,0.5,-10.78,-6.75,9,7,6,6,9,11,2533,2607,69.2,104.2,0.344,0.368,0.518,49.3,54.4,10.1,10,0.485,14.2,31,0.235
74,Delaware,30,10,20,0.333,-7.76,-1.69,9,9,5,8,5,10,1979,2161,65.7,108.2,0.332,0.375,0.532,51.3,56.6,9.9,10.5,0.5,13.3,31.5,0.233
75,Denver,30,12,18,0.4,-3.96,-3.13,6,10,9,7,3,10,1865,1890,58.2,107,0.512,0.298,0.572,54.5,48.5,8.8,8.5,0.529,17.9,29.6,0.365
76,DePaul,32,12,20,0.375,3.3,7.49,6,12,9,7,3,9,2220,2354,67.3,108.9,0.487,0.31,0.557,54.1,48.3,10.8,9.8,0.508,16.1,35.4,0.356
77,Detroit Mercy,33,15,18,0.455,-2.25,0.13,7,9,10,6,3,11,2334,2335,68.2,102.5,0.465,0.402,0.556,50.2,58.7,8.7,8.5,0.517,19.1,29.4,0.323
78,Drake,31,9,22,0.29,-6.04,2.22,6,12,8,7,1,11,1844,2070,58.9,112.4,0.306,0.363,0.571,52.9,51.5,10.9,10,0.547,14.7,31.4,0.214
79,Drexel,30,11,19,0.367,-5.71,-0.85,9,9,5,9,5,6,1787,1930,61.4,104.3,0.358,0.3,0.53,52.3,52.7,8.8,9.9,0.499,15.9,31.3,0.242
80,Duke NCAA,39,35,4,0.897,24.97,9.87,15,3,15,1,9,2,3091,2502,65.9,96.7,0.24,0.278,0.492,46.1,47,8.3,8.3,0.465,15.9,30.2,0.166
81,Duquesne,31,12,19,0.387,-2.93,1.41,6,12,9,7,2,10,2213,2303,67.2,110.2,0.336,0.401,0.539,50,64.6,8.1,8.6,0.511,13.6,33.2,0.228
82,East Carolina,33,14,19,0.424,-2.84,1,6,12,11,5,1,11,2116,2176,63.1,104.1,0.338,0.36,0.53,52.4,56.9,9.4,12.5,0.501,16.5,34,0.229
83,East Tennessee State,30,16,14,0.533,-4.8,-4.01,8,10,10,4,6,9,2201,2140,68.8,102.9,0.423,0.443,0.541,50.7,62.4,10.1,13.3,0.501,18.3,31.9,0.298
84,Eastern Illinois,33,18,15,0.545,-5.52,-2.42,9,7,9,5,7,8,2097,2136,63.2,101.7,0.311,0.353,0.512,54.1,51.4,10.1,8.9,0.477,16.1,34.1,0.222
85,Eastern Kentucky,33,21,12,0.636,-0.03,-4.16,11,5,13,4,8,7,2373,2100,65.5,96.4,0.345,0.404,0.553,55.7,67.2,9.1,9.7,0.527,24.4,33.9,0.232
86,Eastern Michigan,35,21,14,0.6,1.96,-0.14,8,10,16,3,4,10,2429,2230,66.7,94.5,0.393,0.392,0.492,50.6,63.8,8,9.5,0.449,18.9,33.2,0.269
87,Eastern Washington NCAA,35,26,9,0.743,0.79,-3.84,14,4,13,2,11,6,2820,2588,68.3,107.5,0.354,0.36,0.554,50,57.4,8,11.2,0.52,15.6,30.4,0.253
88,Elon,33,15,18,0.455,-5.91,-2.69,6,12,8,6,5,10,2329,2329,69.5,100.5,0.43,0.341,0.535,51.6,48.6,9,9.6,0.501,18.3,30.5,0.287
89,Evansville,36,24,12,0.667,3.36,-0.07,9,9,14,5,8,5,2552,2361,66.1,98.2,0.307,0.341,0.523,49.2,51.5,9.6,9.8,0.49,17.8,28.1,0.219
90,Fairfield,31,7,24,0.226,-8.63,-2.31,5,15,4,11,2,11,1845,2041,62.1,103.9,0.427,0.265,0.521,53.3,53.4,10.4,7.9,0.483,15.5,33.9,0.287
91,Fairleigh Dickinson,29,8,21,0.276,-12.22,-4.54,3,15,4,9,4,12,1956,2130,67.7,107,0.506,0.345,0.56,56.9,55.5,9.5,11.3,0.52,19.6,39.9,0.35
92,Florida A&M,29,2,27,0.069,-26.04,-8.52,2,14,2,9,0,17,1607,2115,65.7,111,0.349,0.377,0.555,54.9,59.3,10.8,9.8,0.535,15.6,35.5,0.225
93,Florida Atlantic,29,9,20,0.31,-7.8,-2.06,2,16,7,7,2,13,1815,1934,64.2,103.5,0.366,0.218,0.526,53,40.8,10.1,11.3,0.489,14.9,31.8,0.255
94,Florida Gulf Coast,33,22,11,0.667,-1.81,-4.98,11,3,14,4,6,6,2224,2085,64.9,97,0.33,0.357,0.482,48,44,8.8,6.7,0.446,14.5,31.1,0.222
95,Florida International,33,16,17,0.485,-7.78,-3.23,8,10,8,4,6,10,2060,2153,65.5,98.5,0.376,0.377,0.503,50.3,57.6,11.9,9.9,0.471,16.6,31.7,0.243
96,Florida State,33,17,16,0.515,6.69,7.02,8,10,12,6,3,7,2199,2210,65.7,101.1,0.379,0.325,0.513,49.1,51.6,9.4,7.1,0.473,15.4,31.9,0.266
97,Florida,33,16,17,0.485,13.27,9.67,8,10,11,5,2,9,2101,1982,62.8,94.9,0.378,0.315,0.51,49.1,51.7,8.7,11.9,0.46,18.9,29.1,0.282
98,Fordham,31,10,21,0.323,-2.15,2.72,4,14,8,8,1,11,2015,2144,66.3,103.9,0.414,0.369,0.539,47.8,53,11,9.1,0.505,16.3,29.2,0.278
99,Fresno State,32,15,17,0.469,-2.23,1.3,10,8,11,3,4,10,2086,2123,64.3,101.9,0.426,0.342,0.532,52.4,54.5,8.4,8.7,0.492,17.7,31.7,0.295
100,Furman,33,11,22,0.333,-10.55,-3.46,5,13,7,7,1,14,2098,2245,63.1,107,0.355,0.354,0.538,50.6,55.9,11,12.6,0.512,14.7,31.4,0.235
101,Gardner-Webb,35,20,15,0.571,-5.24,-3.11,10,8,12,2,5,11,2619,2595,68.4,106.8,0.287,0.3,0.548,50.1,48.7,9.5,10.1,0.525,15.4,30.9,0.196
102,George Mason,31,9,22,0.29,-1.43,4.6,4,14,7,8,2,9,1996,2147,65.1,105.1,0.442,0.357,0.539,47.8,53.8,10.3,9.3,0.494,16,31,0.316
103,George Washington,35,22,13,0.629,8.07,2.79,10,8,12,2,5,10,2354,2169,63.4,96.7,0.289,0.343,0.49,47.3,49.7,10.1,11,0.459,15.7,30.9,0.197
104,Georgetown NCAA,33,22,11,0.667,15.48,9.81,12,6,13,3,5,4,2340,2153,64.6,99.5,0.441,0.354,0.519,47.8,52.4,9.1,10.2,0.471,17.4,31,0.313
105,Georgia Southern,31,22,9,0.71,-0.4,-4.72,14,6,13,2,8,6,2112,1865,65,91.8,0.313,0.37,0.483,48.7,49.1,8.1,8.4,0.449,18.8,31.2,0.211
106,Georgia State NCAA,35,25,10,0.714,5.47,-2.03,15,5,12,1,8,8,2499,2184,64.3,96,0.395,0.42,0.504,51.1,62.6,7,6,0.457,19.8,34.4,0.282
107,Georgia Tech,31,12,19,0.387,7.16,8.45,3,15,8,8,2,9,1962,2002,63.9,99.4,0.338,0.328,0.525,44.8,54.4,10,9.3,0.492,16,25.8,0.234
108,Georgia NCAA,33,21,12,0.636,12.42,8.6,11,7,12,4,8,4,2250,2124,64.8,97,0.343,0.353,0.485,47,47.6,9.2,10.5,0.444,14.3,28.5,0.24
109,Gonzaga NCAA,38,35,3,0.921,21.12,5.12,17,1,15,1,10,1,2989,2343,65.2,94.3,0.31,0.305,0.474,44.5,43.8,8.5,6.3,0.441,14.8,27.7,0.206
110,Grambling,29,2,27,0.069,-30.67,-8,0,18,2,9,0,17,1509,2105,65.7,110.4,0.387,0.351,0.542,52.7,56,13,9.2,0.518,14.4,35.3,0.245
111,Grand Canyon,32,17,15,0.531,-6.62,-5.45,8,6,13,8,4,7,2198,2188,64.7,105.7,0.359,0.298,0.522,52.6,46.3,7.7,7.6,0.489,13.9,33.8,0.244
112,Green Bay,33,24,9,0.727,5.7,-0.4,12,4,13,1,6,7,2252,2006,65,93.2,0.383,0.305,0.494,48.1,51.8,9.2,8.1,0.455,18.1,29.5,0.256
113,Hampton NCAA,35,17,18,0.486,-8.25,-7.08,8,8,6,5,5,12,2346,2387,69.5,97.7,0.455,0.302,0.51,49.9,45.9,7.8,10,0.464,17.3,30.9,0.312
114,Hartford,30,14,16,0.467,-8.58,-5.16,7,9,7,7,7,8,1858,1924,63.4,99.9,0.415,0.353,0.535,52.8,52.2,8.9,10.4,0.5,18.5,29.4,0.28
115,Harvard NCAA,30,22,8,0.733,4.47,-0.25,12,3,12,2,9,4,1926,1727,61.2,92.6,0.327,0.324,0.492,47.5,52.3,8.4,7.7,0.458,18,28.3,0.221
116,Hawaii,35,22,13,0.629,2.65,-0.83,8,8,13,5,3,5,2551,2387,69.9,96.9,0.421,0.344,0.52,50.7,55.7,8.4,7.4,0.472,20.3,33.9,0.305
117,High Point,33,23,10,0.697,-2.47,-4.61,13,5,12,2,9,7,2407,2231,63.7,102.3,0.313,0.393,0.535,49.7,50.7,10.4,6.5,0.504,17.5,31.1,0.22
118,Hofstra,34,20,14,0.588,3.78,-4.46,10,8,8,7,10,6,2668,2388,69.2,100.8,0.387,0.337,0.534,48.4,54.4,7.1,9,0.495,17.2,28.4,0.274
119,Holy Cross,30,14,16,0.467,-6.23,-3.82,8,10,10,4,3,12,1981,2020,63.6,104.1,0.408,0.323,0.566,51.3,58,8,9,0.529,19.1,29.4,0.291
120,Houston Baptist,28,12,16,0.429,-13.18,-5.63,7,11,10,3,2,13,2028,2063,69.3,105.8,0.432,0.314,0.543,45.4,50.7,10.5,9.1,0.5,15.4,29.9,0.308
121,Houston,32,13,19,0.406,-2.06,-0.91,4,14,9,8,2,9,2060,2097,63.9,101,0.332,0.332,0.52,50.8,55.7,10.6,10.1,0.491,17,33.6,0.221
122,Howard,32,16,16,0.5,-9.89,-7.86,10,6,9,3,7,12,2032,2004,64.8,95.1,0.401,0.394,0.496,48.8,58.7,9.1,9.4,0.451,18.3,33.4,0.28
123,Idaho State,30,7,23,0.233,-11.52,-5.45,4,14,6,7,1,14,1937,2075,64,107.6,0.347,0.425,0.552,51.3,61.6,7.3,9.5,0.514,16.3,32,0.257
124,Idaho,30,13,17,0.433,-5.75,-4.79,8,10,11,3,2,12,2301,2269,68.2,109.1,0.409,0.442,0.559,47.1,51.8,7.3,7.5,0.527,13.8,26.4,0.28
125,Illinois-Chicago,34,10,24,0.294,-7.86,-0.36,4,12,7,9,2,11,2201,2389,64.8,108,0.378,0.293,0.564,50.5,62.3,8.4,12.8,0.536,16,28.6,0.26
126,Illinois State,35,22,13,0.629,7.96,2.87,11,7,11,5,7,6,2385,2170,64.1,95.7,0.395,0.331,0.509,46.9,58.2,9.3,7.2,0.468,18.1,29.6,0.272
127,Illinois,33,19,14,0.576,12.42,6.93,9,9,14,3,2,9,2281,2100,65,97.1,0.304,0.36,0.514,49.6,51.3,7.4,8.8,0.48,17.2,28,0.217
128,Incarnate Word,29,18,11,0.621,-6.15,-6.47,10,8,11,3,7,8,2298,2180,69.6,105.4,0.359,0.294,0.54,51.8,53.4,8,8.8,0.503,16,31.7,0.259
129,Indiana State,31,15,16,0.484,-0.49,1.21,11,7,10,6,5,7,2060,2101,66,100.6,0.366,0.304,0.527,51.8,50.3,11.4,9.9,0.484,17.6,30.9,0.268
130,Indiana NCAA,34,20,14,0.588,12.94,7.2,9,9,15,4,3,6,2633,2438,66.9,106.7,0.328,0.304,0.531,47.8,47.6,9.2,12.1,0.503,13.7,31.4,0.223
131,Iona,35,26,9,0.743,3.71,-2.52,17,3,13,0,10,8,2782,2564,70.6,103.3,0.285,0.319,0.511,51.2,54.1,8.4,11.1,0.481,14.2,33.2,0.199
132,Iowa State NCAA,34,25,9,0.735,17.94,9.15,12,6,15,1,6,5,2645,2346,69.8,98.8,0.24,0.344,0.506,49.5,55.7,8.1,9.1,0.476,16,29.6,0.176
133,Iowa NCAA,34,22,12,0.647,15.83,8.39,12,6,14,4,7,4,2372,2119,64.5,96,0.291,0.366,0.489,47.1,54.5,9.1,9.1,0.456,16.1,30.3,0.202
134,IPFW,31,16,15,0.516,-3.13,-3.41,9,7,10,5,6,9,2171,2081,65.4,102.6,0.264,0.341,0.534,49.7,47.9,8.1,9.2,0.506,15,26.4,0.189
135,IUPUI,31,10,21,0.323,-8.28,-1.93,6,10,5,8,5,12,1883,2080,64,102,0.418,0.312,0.551,49.2,51.3,12.6,10.8,0.513,18.4,28.3,0.294
136,Jackson State,32,11,21,0.344,-12.36,-9.52,9,9,6,6,5,14,1941,2032,64.9,97.1,0.541,0.373,0.535,46.8,54.1,10.7,11,0.486,20,28.1,0.372
137,Jacksonville State,31,12,19,0.387,-12.65,-4.52,5,11,11,3,1,16,1939,2126,64.8,104.5,0.397,0.299,0.532,52.7,55.4,9.1,11.5,0.5,16.3,33.8,0.265
138,Jacksonville,32,10,22,0.313,-16.7,-6.46,4,10,8,7,2,15,2058,2303,65.1,108.8,0.378,0.38,0.565,53.1,55.5,9,11,0.534,17.1,32.7,0.265
139,James Madison,33,19,14,0.576,-2.65,-1.53,12,6,12,7,7,6,2217,2254,64.2,106,0.319,0.379,0.534,50.6,56.8,10.2,10.8,0.502,15.3,32,0.226
140,Kansas State,32,15,17,0.469,8.48,9.29,8,10,13,4,1,10,2016,2042,63.1,100.8,0.41,0.319,0.53,48.8,55.6,11.8,11.6,0.497,17.5,31.5,0.272
141,Kansas NCAA,36,27,9,0.75,18.47,12.13,13,5,15,0,5,5,2561,2333,66.7,96.8,0.338,0.32,0.482,47.4,48.7,9.8,12.7,0.446,14.8,31.6,0.227
142,Kennesaw State,32,10,22,0.313,-17.33,-5.1,4,10,6,8,3,14,2027,2363,66.8,110.5,0.358,0.341,0.539,52.3,49.8,10.3,9.5,0.505,13.8,34.8,0.251
143,Kent State,35,23,12,0.657,2.04,-0.94,12,6,11,4,10,6,2313,2202,62.1,99.9,0.388,0.297,0.501,49.1,48.2,8.5,8.8,0.457,15.5,32.3,0.273
144,Kentucky NCAA,39,38,1,0.974,28.72,8.67,18,0,19,0,10,0,2900,2118,63.8,84.4,0.318,0.305,0.435,45.1,40.1,7.3,6,0.396,18,31.8,0.209
145,La Salle,33,17,16,0.515,4.85,3.91,8,10,10,5,6,7,2086,2055,64.3,95.3,0.344,0.295,0.496,50.4,55.6,10.3,9.2,0.458,17.3,30.8,0.239
146,Lafayette NCAA,33,20,13,0.606,-3.37,-3.12,9,9,11,5,9,7,2426,2409,64.8,112.2,0.271,0.375,0.555,51.7,51.8,9.2,8.9,0.533,14.3,34,0.189
147,Lamar,30,15,15,0.5,-9.75,-5.29,9,9,12,2,2,13,2146,2132,68.8,102.8,0.448,0.347,0.55,48.2,58.9,11.1,8.9,0.514,18.8,31.7,0.306
148,Lehigh,30,16,14,0.533,-3,-3.55,10,8,8,6,8,7,2042,2000,66.3,99.3,0.313,0.401,0.502,49,62.2,10.2,7.1,0.469,15.2,30.2,0.214
149,Liberty,32,8,24,0.25,-16.01,-6.44,2,16,8,8,0,13,2045,2222,66.7,103.7,0.394,0.417,0.526,48.7,50.9,12.3,7.3,0.49,15.5,31.5,0.267
150,Lipscomb,31,14,17,0.452,-10.82,-5.15,7,7,10,3,4,14,2232,2322,69.2,107,0.467,0.411,0.559,50.4,58.1,9.1,12.3,0.526,16.3,29.5,0.313
151,Long Beach State,33,16,17,0.485,1.64,4.16,10,6,10,2,4,13,2188,2221,65.8,101.6,0.368,0.379,0.525,51.1,54.9,10,10.8,0.487,17.9,34.1,0.259
152,Long Island University,30,12,18,0.4,-9.09,-5.32,8,10,5,6,6,9,2022,2135,68.1,101.9,0.356,0.333,0.52,50.5,51.6,8.7,11.6,0.484,15.7,31,0.249
153,Longwood,34,11,23,0.324,-12.96,-5.53,5,13,6,7,2,14,2311,2491,67.7,106.6,0.45,0.366,0.556,54.3,55.7,12.1,10.4,0.522,18.4,35.4,0.306
154,Louisiana,36,22,14,0.611,0.82,-3.61,13,7,12,4,8,8,2789,2520,71.6,97.1,0.364,0.298,0.51,45.6,42.9,9.5,8.9,0.474,16.4,27.5,0.249
155,Louisiana-Monroe,38,24,14,0.632,-1.99,-2.88,14,6,14,4,9,7,2454,2299,63.5,94.1,0.288,0.353,0.478,47.7,51.2,8.3,7.9,0.44,15.5,29.4,0.207
156,Louisiana State NCAA,33,22,11,0.667,11.39,5.63,11,7,13,4,8,3,2423,2233,69.6,95,0.294,0.292,0.477,48.5,46.8,11.2,8.8,0.447,16.1,32.9,0.195
157,Louisiana Tech,36,27,9,0.75,5.75,-1.34,15,3,17,0,9,8,2632,2362,67.9,95.9,0.312,0.291,0.503,53.1,49.9,8.9,8.9,0.47,19.3,35,0.215
158,Louisville NCAA,36,27,9,0.75,18.12,8.98,12,6,15,4,7,3,2483,2154,65.6,90.7,0.333,0.318,0.475,48.2,55.3,8.7,7.1,0.44,18.2,30.8,0.22
159,Loyola (IL),37,24,13,0.649,2.35,0.46,8,10,13,6,8,6,2324,2235,60.4,99.7,0.291,0.372,0.519,51,54,10.5,10.1,0.492,17.7,32.2,0.197
160,Loyola Marymount,31,8,23,0.258,-4.13,5.28,4,14,5,9,2,11,1928,2188,62.9,111.3,0.342,0.387,0.563,50.4,67.2,11.5,9,0.533,15.5,33.8,0.242
161,Loyola (MD),30,11,19,0.367,-10.75,-3.38,7,11,7,6,3,13,1764,1985,62.3,103.7,0.449,0.33,0.536,49.1,53,9.5,13.9,0.497,15.4,28.5,0.306
162,Maine,30,3,27,0.1,-17.8,-3.4,2,14,2,9,1,17,1812,2244,66.3,111.9,0.367,0.365,0.583,55.1,57,11.6,10,0.559,16.6,31.8,0.251
163,Manhattan NCAA,33,19,14,0.576,-1.34,-3.34,13,7,9,2,5,9,2300,2234,68.2,97.9,0.523,0.272,0.532,51.4,59.8,9.9,11.5,0.481,20.6,33.1,0.365
164,Marist,32,7,25,0.219,-10.55,-2.93,5,15,3,9,2,13,1957,2201,66.4,103.5,0.367,0.345,0.532,57.1,57.1,10.8,10,0.496,17.6,35.5,0.257
165,Marquette,32,13,19,0.406,7.08,9.02,4,14,9,8,1,9,2083,2145,64.6,102.9,0.303,0.364,0.525,53.4,62.7,9.6,11.3,0.492,17.6,36.4,0.217
166,Marshall,32,11,21,0.344,-6.45,-0.22,7,11,10,7,1,12,2137,2288,71,100.3,0.358,0.355,0.51,51.4,53.8,11.3,8.6,0.484,16.2,32.1,0.227
167,Maryland-Baltimore County,30,4,26,0.133,-16.17,-5.14,2,14,2,11,2,15,1682,2013,64.4,103.8,0.33,0.35,0.542,53.5,56.7,13.5,9.5,0.512,17.1,30.5,0.231
168,Maryland-Eastern Shore,33,18,15,0.545,-6.55,-6.94,11,5,7,3,11,9,2229,2216,65.1,102.7,0.411,0.389,0.544,48.3,52.7,10.6,9.5,0.511,18.4,31.9,0.279
169,Maryland NCAA,35,28,7,0.8,13.32,7.63,14,4,18,1,6,4,2417,2218,64.7,97.3,0.281,0.375,0.483,48.9,48.1,8.8,9.6,0.455,14.5,30.5,0.186
170,Massachusetts-Lowell,29,12,17,0.414,-11.21,-4.32,6,10,6,5,6,12,1780,1928,64.5,101.7,0.332,0.394,0.559,54.9,57.9,9,10.9,0.534,20.2,29.6,0.227
171,Massachusetts,32,17,15,0.531,3.59,4.69,10,8,10,5,5,8,2220,2255,68.3,102.3,0.352,0.294,0.519,48.5,56.3,10.5,10.7,0.487,15.1,31.2,0.239
172,McNeese State,31,15,16,0.484,-10.05,-5.42,8,10,11,5,3,10,2154,2210,66,107.1,0.339,0.346,0.54,50.9,57,8.7,8.9,0.511,15.9,34.8,0.231
173,Memphis,32,18,14,0.563,7.15,2.9,10,8,12,6,4,5,2155,2019,65.6,95.4,0.387,0.309,0.488,47,54.2,11.2,8.6,0.444,16.4,31.6,0.267
174,Mercer,35,19,16,0.543,-2.01,-4.1,12,6,12,4,5,9,2334,2196,61.2,100.4,0.318,0.405,0.51,49.2,57.2,8.6,10,0.483,16.5,32.2,0.21
175,Miami (FL),38,25,13,0.658,12,7.05,10,8,12,6,8,4,2592,2404,62.5,99.5,0.285,0.34,0.501,49.4,50.2,7.9,10.3,0.476,14.8,29.3,0.188
176,Miami (OH),32,13,19,0.406,-3.75,0.31,8,10,10,7,3,10,2123,2226,65.4,104.7,0.421,0.409,0.561,51.9,52.6,9.1,8.3,0.528,18.1,29.3,0.291
177,Michigan State NCAA,39,27,12,0.692,17.46,10,12,6,12,4,7,4,2773,2482,63,98.2,0.39,0.338,0.498,46.1,49.1,8.6,7.8,0.449,14.3,27,0.281
178,Michigan,32,16,16,0.5,9.56,9.59,8,10,12,6,2,8,2071,2048,60.7,103,0.261,0.356,0.535,53,53.7,7.1,9.2,0.51,16.8,30.7,0.182
179,Middle Tennessee,36,19,17,0.528,0.21,-0.39,9,9,12,4,4,10,2285,2247,62.1,98.2,0.415,0.324,0.533,47.9,54.1,9.7,11.7,0.496,18.3,25.8,0.284
180,Milwaukee,30,14,16,0.467,-4.85,0.15,9,7,10,4,3,11,1963,2077,65.4,105.9,0.311,0.282,0.538,50.6,48.1,10.7,10.4,0.506,14.2,28.8,0.222
181,Minnesota,33,18,15,0.545,12.34,7.21,6,12,13,6,3,7,2449,2233,68.2,98.5,0.339,0.368,0.536,51.9,62.3,9.3,11.5,0.503,21,33.7,0.238
182,Mississippi State,32,13,19,0.406,2.53,4.72,6,12,9,8,3,8,1977,2032,64.1,99.1,0.363,0.374,0.506,48.1,52.3,10.7,10.4,0.478,16.2,30.9,0.231
183,Mississippi Valley State,32,6,26,0.188,-23.94,-7.78,5,13,3,6,2,17,2045,2562,71,111.4,0.367,0.341,0.569,55.8,51.8,10.5,9.7,0.545,17.5,39.6,0.247
184,Mississippi NCAA,34,21,13,0.618,11.39,7.01,11,7,9,7,8,4,2475,2326,67,101.4,0.412,0.401,0.516,48.2,63.5,7.3,9.1,0.476,16,31.4,0.282
185,Missouri-Kansas City,33,14,19,0.424,-8.01,-5.07,8,6,9,4,4,13,2164,2202,64.9,100.8,0.394,0.354,0.544,53.1,57,9.7,11.2,0.511,21,36.7,0.269
186,Missouri State,31,11,20,0.355,-4.92,1.67,5,13,8,6,3,11,1850,1989,61.1,103.3,0.366,0.341,0.525,49.6,55.4,10.1,8.2,0.487,14.7,29.8,0.259
187,Missouri,32,9,23,0.281,1.13,9.26,3,15,8,8,1,10,1935,2173,63.4,106.3,0.435,0.355,0.533,51.8,51.9,9.3,10.1,0.49,14.8,32.9,0.305
188,Monmouth,33,18,15,0.545,-2.18,-2.91,13,7,8,7,9,7,2134,2110,64.1,98.6,0.372,0.424,0.51,51.2,58,9.6,10.7,0.472,18.1,33.6,0.255
189,Montana State,30,7,23,0.233,-12.91,-3.5,4,14,5,9,2,14,1917,2152,66.4,108.1,0.441,0.295,0.56,50.7,54.3,10.5,13.2,0.52,15.3,28.3,0.315
190,Montana,33,20,13,0.606,-1.75,-3.78,14,4,13,4,7,9,2347,2219,63.2,102.5,0.425,0.378,0.546,49.9,52.5,8.9,9,0.504,17.8,28.3,0.305
191,Morehead State,34,17,17,0.5,-0.66,-3.31,10,6,7,6,7,9,2420,2255,67,98.3,0.551,0.325,0.541,46.6,56.3,8.5,12.7,0.489,19.6,27.4,0.387
192,Morgan State,31,7,24,0.226,-16.19,-6.48,5,11,5,5,1,17,1898,2199,65.6,107.6,0.432,0.304,0.569,52.2,49.9,7,9.2,0.533,18.6,34,0.305
193,Mount St. Mary's,30,15,15,0.5,-6.14,-4.4,11,7,9,4,5,11,1893,1945,63.1,100.6,0.356,0.295,0.527,51.7,48.7,9.8,8.6,0.496,18.2,32.4,0.24
194,Murray State,35,29,6,0.829,7.13,-2.81,16,0,15,1,12,2,2764,2367,67.5,99.5,0.367,0.343,0.509,47.3,51.5,8.2,7.8,0.467,16.6,32,0.262
