Rk,School,Overall G,Overall W,Overall L,Overall W-L%,Overall SRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,Points Opponent,MP,Opponent Totals FG,Opponent Totals FGA,Opponent Totals FG%,Opponent Totals 3P,Opponent Totals 3PA,Opponent Totals 3P%,Opponent Totals FT,Opponent Totals FTA,Opponent Totals FT%,Opponent Totals ORB,Opponent Totals TRB,Opponent Totals AST,Opponent Totals STL,Opponent Totals BLK,Opponent Totals TOV,Opponent Totals PF
152,Long Island University,32,20,12,0.625,-7.8,-8.51,13,5,8,5,9,6,2278,2218,1295,766,1796,0.427,222,633,0.351,464,659,0.704,330,1058,388,198,124,434,642
153,Longwood,30,6,24,0.2,-21.23,-6.16,3,15,5,9,1,15,2018,2408,1200,874,1833,0.477,249,628,0.396,411,590,0.697,361,1141,422,238,73,380,480
154,Louisiana,33,21,12,0.636,-0.64,-3.28,10,8,12,4,8,7,2704,2518,1325,905,1913,0.473,230,639,0.36,478,686,0.697,298,1059,411,202,109,495,685
155,Louisiana-Monroe,33,9,24,0.273,-7.88,-2.56,2,16,6,8,2,12,2198,2299,1350,816,1881,0.434,239,671,0.356,428,633,0.676,333,1156,426,201,128,373,530
156,Louisiana State,31,10,21,0.323,0.53,8.69,2,16,8,8,1,10,2319,2572,1240,897,1899,0.472,277,724,0.383,501,698,0.718,349,1143,476,215,112,383,556
157,Louisiana Tech,33,23,10,0.697,5.2,-4.35,14,4,15,2,6,7,2557,2203,1325,810,1955,0.414,230,671,0.343,353,517,0.683,314,1130,456,189,103,457,576
158,Louisville NCAA,34,25,9,0.735,22.47,11.15,12,6,16,1,5,5,2628,2243,1370,760,1894,0.401,213,674,0.316,510,734,0.695,348,1139,367,169,117,460,622
159,Loyola (IL),32,18,14,0.563,5.15,1.02,8,10,13,3,3,9,2348,2137,1300,766,1716,0.446,212,582,0.364,393,554,0.709,263,1032,375,173,104,463,560
160,Loyola Marymount,30,15,15,0.5,-0.47,1.6,8,10,10,7,5,7,2113,2125,1205,718,1599,0.449,197,567,0.347,492,688,0.715,294,1043,433,185,104,447,557
161,Loyola (MD),33,16,17,0.485,-6.32,-3.6,8,10,10,4,6,11,2175,2249,1330,810,1748,0.463,189,574,0.329,440,613,0.718,289,1058,418,235,142,478,650
162,Maine,32,7,25,0.219,-16.33,-4.01,3,13,4,9,3,14,2069,2400,1280,861,1866,0.461,234,648,0.361,444,616,0.721,310,1191,448,212,111,369,512
163,Manhattan,32,10,22,0.313,-9.67,-2.61,5,15,7,7,3,13,2259,2485,1305,796,1759,0.453,224,571,0.392,669,940,0.712,330,1126,479,209,125,468,685
164,Marist,32,8,24,0.25,-12.33,-2.74,5,15,5,8,2,14,2223,2530,1290,879,1909,0.46,250,663,0.377,522,707,0.738,374,1228,474,204,99,350,614
165,Marquette NCAA,32,19,13,0.594,15.26,8.6,10,8,14,3,4,6,2631,2418,1285,859,1871,0.459,235,639,0.368,465,667,0.697,319,1077,511,210,114,418,548
166,Marshall,35,20,15,0.571,0.18,-1.05,10,8,13,3,4,11,2997,2939,1415,1104,2393,0.461,242,704,0.344,489,742,0.659,469,1474,521,214,117,462,714
167,Maryland-Baltimore County,34,21,13,0.618,-3.84,-5.87,9,7,13,5,8,8,2759,2624,1390,922,2031,0.454,274,775,0.354,506,700,0.723,320,1205,477,190,82,436,636
168,Maryland-Eastern Shore,34,14,20,0.412,-13.77,-7.61,9,7,7,4,5,14,2424,2583,1380,880,1938,0.454,263,745,0.353,562,794,0.708,398,1321,499,187,117,482,626
169,Maryland NCAA,33,24,9,0.727,12.79,8.29,12,6,13,5,8,2,2438,2246,1325,797,1917,0.416,212,628,0.338,440,626,0.703,383,1160,369,202,118,418,646
170,Massachusetts-Lowell,31,11,20,0.355,-10.13,-6.4,5,11,8,6,2,14,2429,2517,1255,872,1882,0.463,255,695,0.367,518,704,0.736,329,1080,477,269,82,408,574
171,Massachusetts,33,15,18,0.455,1.63,1.66,4,14,11,7,3,10,2371,2372,1320,783,1897,0.413,212,615,0.345,594,844,0.704,368,1220,453,221,95,472,603
172,McNeese State,29,7,22,0.241,-14.28,-4.12,4,14,4,10,3,12,2043,2292,1165,796,1774,0.449,196,562,0.349,504,702,0.718,380,1193,428,184,93,384,569
173,Memphis,32,19,13,0.594,6.47,3.19,9,9,14,4,4,7,2367,2262,1290,794,1879,0.423,246,729,0.337,428,623,0.687,352,1161,433,185,132,435,608
174,Mercer,32,15,17,0.469,-1.12,-0.92,9,9,8,7,6,7,2269,2184,1295,735,1771,0.415,272,790,0.344,442,592,0.747,316,999,430,180,105,328,591
175,Miami (FL) NCAA,33,21,12,0.636,14.48,9.57,10,8,14,2,4,6,2278,2116,1325,761,1817,0.419,208,631,0.33,386,522,0.739,318,1043,395,197,101,392,553
176,Miami (OH),32,11,21,0.344,-8.16,-2.1,4,14,10,8,1,13,2249,2384,1290,796,1842,0.432,271,782,0.347,521,709,0.735,357,1223,392,259,115,484,639
177,Michigan State NCAA,35,20,15,0.571,13.67,10.5,10,8,14,2,2,7,2515,2404,1405,832,2027,0.41,229,662,0.346,511,704,0.726,349,1150,446,211,105,380,658
178,Michigan NCAA,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,1535,958,2060,0.465,224,593,0.378,383,560,0.684,348,1210,438,162,95,478,650
179,Middle Tennessee NCAA,36,31,5,0.861,9.8,-0.48,17,1,13,2,11,2,2697,2299,1445,791,1882,0.42,219,678,0.323,498,700,0.711,286,1088,400,171,85,476,602
180,Milwaukee,35,11,24,0.314,-7.37,-2.17,4,14,5,8,2,13,2347,2494,1430,891,1915,0.465,267,757,0.353,445,634,0.702,291,1175,479,203,124,408,580
181,Minnesota NCAA,34,24,10,0.706,14.56,8.82,11,7,17,3,5,5,2556,2361,1390,857,2142,0.4,220,712,0.309,427,626,0.682,415,1312,460,192,124,429,687
182,Mississippi State,32,16,16,0.5,7.12,5.9,6,12,10,7,2,8,2320,2281,1285,792,1852,0.428,199,632,0.315,498,701,0.71,354,1182,373,164,108,448,560
183,Mississippi Valley State,32,7,25,0.219,-20.54,-7.11,7,11,5,4,2,20,2235,2665,1295,935,1910,0.49,286,751,0.381,509,722,0.705,368,1250,521,237,117,456,600
184,Mississippi,36,22,14,0.611,9.65,7.99,10,8,13,6,6,6,2807,2747,1450,938,2204,0.426,321,884,0.363,550,785,0.701,414,1313,557,244,131,501,756
185,Missouri-Kansas City,35,18,17,0.514,-4.97,-1.06,8,6,12,5,4,10,2691,2753,1405,951,2081,0.457,257,759,0.339,594,873,0.68,389,1317,490,222,97,522,709
186,Missouri State,33,17,16,0.515,2.84,1.18,7,11,11,6,4,8,2403,2277,1345,801,1844,0.434,224,656,0.341,451,601,0.75,268,1026,436,196,86,371,614
187,Missouri,32,8,24,0.25,2.98,6.73,2,16,6,11,0,9,2213,2333,1290,779,1821,0.428,247,719,0.344,528,775,0.681,351,1259,397,168,145,439,670
188,Monmouth,34,27,7,0.794,4.94,-2.62,18,2,13,2,12,4,2761,2504,1375,853,2097,0.407,266,796,0.334,532,748,0.711,399,1299,444,201,151,498,697
189,Montana State,32,16,16,0.5,-6.14,-5.88,11,7,12,5,4,10,2561,2532,1320,815,1815,0.449,263,702,0.375,639,900,0.71,310,1184,401,185,99,429,704
190,Montana,32,16,16,0.5,-2.67,-4.02,11,7,8,5,7,8,2391,2348,1290,802,1737,0.462,202,585,0.345,542,772,0.702,283,1082,362,166,130,404,605
191,Morehead State,30,14,16,0.467,-3.6,-1.85,10,6,10,4,4,11,2370,2311,1215,780,1689,0.462,261,679,0.384,490,697,0.703,269,981,401,156,108,440,526
192,Morgan State,30,14,16,0.467,-15.03,-11.2,11,5,9,5,5,10,2025,2121,1210,749,1710,0.438,163,570,0.286,460,699,0.658,336,1129,418,210,113,433,593
193,Mount St. Mary's NCAA,36,20,16,0.556,-4.29,-3.51,14,4,11,4,8,11,2446,2474,1445,923,2039,0.453,190,558,0.341,438,664,0.66,427,1351,405,230,99,534,674
194,Murray State,33,16,17,0.485,-3.06,-4.41,8,8,10,4,3,11,2639,2543,1350,879,1955,0.45,260,722,0.36,525,742,0.708,346,1201,439,191,107,434,640
195,Navy,32,16,16,0.5,-4.11,-3.92,10,8,11,5,5,9,2076,2055,1285,708,1557,0.455,223,625,0.357,414,600,0.69,244,960,416,242,93,497,616
196,Nebraska-Omaha,32,18,14,0.563,-2.24,-1.11,9,7,8,4,8,9,2685,2673,1295,941,2031,0.463,291,788,0.369,500,678,0.737,355,1209,492,214,125,481,682
197,Nebraska,31,12,19,0.387,6.47,10.74,6,12,8,8,3,8,2168,2264,1260,805,1800,0.447,240,601,0.399,414,593,0.698,323,1125,411,192,148,422,564
198,Nevada-Las Vegas,32,11,21,0.344,-3.75,2.59,4,14,9,10,2,9,2202,2405,1295,882,1957,0.451,256,677,0.378,385,559,0.689,317,1216,442,196,145,377,664
199,Nevada NCAA,35,28,7,0.8,10.49,2.03,14,4,13,1,8,4,2792,2496,1405,920,2149,0.428,236,762,0.31,420,607,0.692,341,1229,478,193,78,397,724
200,New Hampshire,32,20,12,0.625,-3.57,-4.46,10,6,11,4,9,8,2277,2118,1300,786,1848,0.425,214,665,0.322,330,524,0.63,251,1032,356,197,94,336,589
201,New Mexico State NCAA,34,28,6,0.824,4.66,-3.82,11,3,17,1,8,4,2678,2310,1365,827,1972,0.419,188,640,0.294,468,686,0.682,371,1124,359,178,65,466,736
202,New Mexico,31,17,14,0.548,3.04,2.07,10,8,11,4,5,7,2283,2253,1245,766,1771,0.433,261,708,0.369,460,667,0.69,307,1049,436,233,102,416,651
203,New Orleans NCAA,32,20,12,0.625,-4.1,-5.34,13,5,11,3,7,8,2331,2215,1300,792,1793,0.442,209,661,0.316,422,614,0.687,349,1016,405,269,106,521,684
204,Niagara,33,10,23,0.303,-8.34,-4.37,6,14,5,8,3,13,2448,2579,1335,921,2090,0.441,268,733,0.366,469,643,0.729,385,1268,509,195,135,382,634
205,Nicholls State,31,14,17,0.452,-14.57,-5.23,7,11,10,3,4,14,2316,2464,1255,882,1882,0.469,258,649,0.398,442,645,0.685,402,1230,501,195,113,475,611
206,NJIT,31,11,20,0.355,-10.12,-4.22,3,11,8,4,2,15,2253,2320,1245,814,1773,0.459,254,677,0.375,438,623,0.703,250,1046,439,196,89,416,585
207,Norfolk State,34,17,17,0.5,-12.07,-8.57,12,4,10,2,5,12,2374,2430,1380,822,2024,0.406,266,785,0.339,520,795,0.654,380,1244,465,201,128,418,653
208,North Carolina-Asheville,33,23,10,0.697,0.84,-5.61,15,3,13,1,10,8,2544,2261,1345,815,1814,0.449,249,702,0.355,382,581,0.657,298,1142,454,178,107,547,586
209,North Carolina A&T,32,3,29,0.094,-23.07,-9.61,1,15,3,10,0,18,2056,2435,1300,817,1840,0.444,291,768,0.379,510,711,0.717,371,1110,522,186,125,312,540
210,North Carolina Central NCAA,34,25,9,0.735,-3.18,-12.12,13,3,11,2,11,6,2542,2159,1360,788,2007,0.393,210,724,0.29,373,576,0.648,416,1225,359,155,92,474,608
211,North Carolina-Greensboro,35,25,10,0.714,-0.1,-2.63,14,4,13,4,8,5,2628,2424,1400,832,1942,0.428,258,719,0.359,502,673,0.746,361,1119,441,225,106,486,605
212,North Carolina State,32,15,17,0.469,6.09,8.09,4,14,11,7,2,8,2483,2547,1290,918,2039,0.45,268,726,0.369,443,619,0.716,380,1156,450,208,93,361,576
213,North Carolina-Wilmington NCAA,35,29,6,0.829,8.06,-0.55,15,3,13,1,11,3,2967,2624,1405,938,1964,0.478,192,568,0.338,556,777,0.716,320,1184,433,171,97,504,662
214,North Carolina NCAA,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,1605,982,2377,0.413,319,939,0.34,541,746,0.725,362,1258,458,249,177,544,778
215,North Dakota State,30,19,11,0.633,-1.31,-2.63,11,5,11,2,7,7,2244,2146,1215,757,1764,0.429,251,660,0.38,379,535,0.708,301,1046,407,171,88,369,574
216,North Dakota NCAA,32,22,10,0.688,-1.83,-5.45,14,4,11,2,7,6,2578,2357,1300,824,1858,0.443,215,612,0.351,494,715,0.691,310,1123,369,201,75,479,654
217,North Florida,34,15,19,0.441,-7.78,-1.65,8,6,10,5,4,13,2637,2674,1360,960,2143,0.448,257,718,0.358,497,725,0.686,410,1224,511,273,112,408,654
218,North Texas,30,8,22,0.267,-11.14,-3.32,2,16,7,11,1,11,2075,2258,1205,784,1815,0.432,231,678,0.341,459,616,0.745,347,1163,413,207,108,398,548
219,Northeastern,31,15,16,0.484,-0.78,-0.91,8,10,7,4,7,10,2234,2230,1255,806,1773,0.455,235,646,0.364,383,550,0.696,284,1051,424,180,111,359,571
220,Northern Arizona,32,9,23,0.281,-13.92,-5.95,6,12,5,7,2,12,2217,2436,1285,879,1913,0.459,253,750,0.337,425,617,0.689,303,1145,459,220,101,386,631
221,Northern Colorado,29,11,18,0.379,-9.27,-4.2,7,11,6,6,4,11,2075,2167,1170,763,1677,0.455,222,631,0.352,419,588,0.713,253,1047,361,179,103,375,574
222,Northern Illinois,32,15,17,0.469,-3.29,-2.05,7,11,9,8,6,9,2310,2261,1310,777,1786,0.435,256,738,0.347,451,675,0.668,311,1109,443,189,102,477,658
223,Northern Iowa,30,14,16,0.467,1.29,5.22,9,9,9,4,3,9,1854,1931,1215,697,1624,0.429,230,635,0.362,307,409,0.751,271,1099,365,174,65,415,553
224,Northern Kentucky NCAA,35,24,11,0.686,-0.17,-2.84,12,6,12,2,8,7,2659,2507,1400,918,2087,0.44,227,699,0.325,444,628,0.707,322,1165,417,207,146,427,643
225,Northwestern State,29,13,16,0.448,-12.03,-6.07,7,11,7,6,5,10,2204,2301,1170,816,1737,0.47,228,605,0.377,441,663,0.665,325,1065,477,203,94,424,628
226,Northwestern NCAA,36,24,12,0.667,14.02,8.43,10,8,14,4,5,5,2558,2357,1440,817,2025,0.403,233,698,0.334,490,732,0.669,404,1275,428,206,139,430,640
227,Notre Dame NCAA,36,26,10,0.722,17.81,9.78,12,6,16,2,5,4,2783,2494,1445,914,2118,0.432,250,739,0.338,416,565,0.736,387,1278,467,188,146,456,575
228,Oakland,34,25,9,0.735,4.22,-3,14,4,13,4,11,3,2699,2419,1365,882,2166,0.407,225,703,0.32,430,614,0.7,388,1246,451,217,109,483,665
229,Ohio State,32,17,15,0.531,10.31,7.28,7,11,13,6,4,7,2329,2232,1285,791,1902,0.416,278,780,0.356,372,560,0.664,351,1119,417,158,98,387,615
230,Ohio,31,20,11,0.645,3.9,-2.56,11,7,12,4,7,6,2387,2166,1240,768,1853,0.414,218,675,0.323,412,602,0.684,326,1149,337,182,86,417,611
231,Oklahoma State NCAA,33,20,13,0.606,19.19,12.22,9,9,11,5,7,5,2828,2589,1320,875,1856,0.471,235,641,0.367,604,834,0.724,345,1083,451,213,142,491,683
232,Oklahoma,31,11,20,0.355,11.42,12.62,5,13,8,7,1,9,2262,2299,1265,806,1871,0.431,259,711,0.364,428,627,0.683,344,1152,416,218,139,415,579
233,Old Dominion,31,19,12,0.613,1.94,-1.35,12,6,11,4,7,5,1998,1896,1250,632,1579,0.4,202,601,0.336,430,609,0.706,265,1015,319,154,100,400,570
234,Oral Roberts,30,8,22,0.267,-5.51,1.24,4,12,7,6,1,13,2252,2398,1210,857,1832,0.468,277,698,0.397,407,576,0.707,307,1109,475,204,94,357,524
235,Oregon State,32,5,27,0.156,-4.59,5.89,1,17,5,11,0,13,2021,2321,1285,798,1793,0.445,237,661,0.359,488,696,0.701,350,1128,439,259,99,376,578
236,Oregon NCAA,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,1565,932,2311,0.403,273,873,0.313,428,595,0.719,408,1274,456,186,133,516,742
237,Pacific,33,11,22,0.333,-4.57,2.09,4,14,8,8,2,12,2206,2371,1325,800,1782,0.449,259,734,0.353,512,736,0.696,268,1159,481,168,140,383,642
238,Penn State,33,15,18,0.455,7.9,8.9,6,12,9,7,3,7,2367,2400,1345,856,1990,0.43,246,677,0.363,442,620,0.713,370,1282,440,217,134,491,609
239,Pennsylvania,28,13,15,0.464,-0.65,-1.5,6,8,6,6,7,8,1928,1904,1125,650,1561,0.416,222,617,0.36,382,524,0.729,294,998,355,159,86,381,448
240,Pepperdine,31,9,22,0.29,-10,1.87,5,13,7,7,1,12,2140,2490,1240,910,1874,0.486,292,698,0.418,378,535,0.707,299,1129,513,191,118,337,566
241,Pittsburgh,33,16,17,0.485,9.25,11.06,4,14,11,6,2,8,2404,2464,1340,910,2028,0.449,261,734,0.356,383,540,0.709,354,1153,498,173,113,322,616
242,Portland State,31,15,16,0.484,-7.06,-6.63,7,11,10,3,4,12,2645,2535,1280,900,1873,0.481,276,747,0.369,459,632,0.726,322,1173,510,183,85,527,624
243,Portland,33,11,22,0.333,-5.81,2.32,2,16,5,10,2,9,2215,2383,1335,846,1971,0.429,290,814,0.356,401,578,0.694,373,1209,460,199,125,382,643
244,Prairie View,33,13,20,0.394,-14.54,-8.48,10,8,10,3,3,17,2276,2419,1330,806,1756,0.459,213,610,0.349,594,861,0.69,383,1253,426,179,127,502,576
245,Presbyterian,30,5,25,0.167,-23.63,-5.95,1,17,5,8,0,17,1836,2245,1205,766,1674,0.458,285,734,0.388,428,607,0.705,321,1053,429,251,112,348,507
246,Princeton NCAA,30,23,7,0.767,6.57,-1.84,14,0,10,1,10,4,2149,1843,1205,652,1568,0.416,195,587,0.332,344,499,0.689,238,1002,317,134,78,394,458
247,Providence NCAA,33,20,13,0.606,11.24,7.84,10,8,15,3,4,7,2319,2207,1325,810,1840,0.44,207,631,0.328,380,562,0.676,322,1142,392,206,96,454,629
248,Purdue NCAA,35,27,8,0.771,20.13,8.79,14,4,15,2,6,4,2790,2393,1415,902,2145,0.421,242,728,0.332,347,491,0.707,313,1088,451,228,109,411,666
249,Quinnipiac,31,10,21,0.323,-9.86,-3.22,7,13,6,8,3,10,2377,2583,1250,899,1936,0.464,239,629,0.38,546,739,0.739,342,1178,497,242,106,393,617
250,Radford,32,14,18,0.438,-11.34,-4.58,8,10,8,6,4,11,2090,2247,1300,826,1851,0.446,214,600,0.357,381,551,0.691,300,1060,382,223,118,327,498
251,Rhode Island NCAA,35,25,10,0.714,12.88,4.62,13,5,13,3,7,5,2577,2288,1405,762,1875,0.406,166,563,0.295,598,845,0.708,373,1212,353,184,104,459,692
252,Rice,35,23,12,0.657,0.51,-4.16,11,7,13,6,9,5,2853,2650,1415,942,2146,0.439,229,693,0.33,537,760,0.707,341,1213,456,252,96,472,745
253,Richmond,35,22,13,0.629,5.45,3.28,13,5,12,5,8,6,2596,2520,1410,890,2012,0.442,229,714,0.321,511,697,0.733,373,1279,472,197,105,492,625
254,Rider,33,18,15,0.545,-5.34,-5.28,10,10,7,5,9,9,2498,2500,1325,859,2007,0.428,247,732,0.337,535,721,0.742,339,1191,449,236,118,444,669
255,Robert Morris,33,14,19,0.424,-8.56,-5.13,9,9,6,7,6,12,2125,2238,1325,777,1773,0.438,162,545,0.297,522,754,0.692,354,1227,390,212,129,548,689
256,Rutgers,33,15,18,0.455,3.69,6.22,3,15,10,6,3,10,2163,2215,1325,778,1882,0.413,232,709,0.327,427,594,0.719,356,1158,448,216,167,427,605
257,Sacramento State,31,13,18,0.419,-10.69,-5.58,9,9,8,5,4,10,2204,2303,1260,827,1828,0.452,235,616,0.381,414,584,0.709,307,1085,442,175,90,333,596
258,Sacred Heart,32,13,19,0.406,-10.95,-7.52,8,10,6,8,6,10,2326,2436,1305,871,1895,0.46,258,681,0.379,436,631,0.691,310,1117,405,261,132,459,642
259,Saint Francis (PA),34,17,17,0.5,-8.13,-7.65,11,7,8,6,9,11,2577,2533,1375,924,2157,0.428,312,853,0.366,373,512,0.729,407,1244,492,227,116,457,577
260,Saint Joseph's,31,11,20,0.355,0.14,3.69,4,14,6,8,4,9,2155,2265,1250,779,1795,0.434,281,805,0.349,426,584,0.729,283,1111,453,173,92,392,633
261,Saint Louis,33,12,21,0.364,-6.09,1.85,6,12,10,8,1,10,2026,2288,1330,784,1787,0.439,240,674,0.356,480,688,0.698,305,1178,496,209,129,367,598
262,Saint Mary's (CA) NCAA,34,29,5,0.853,16.75,2.19,16,2,15,2,10,1,2449,1954,1360,738,1792,0.412,149,496,0.3,329,476,0.691,245,903,297,190,82,318,548
263,Saint Peter's,36,23,13,0.639,1.6,-3.6,14,6,9,5,11,7,2376,2189,1450,782,1881,0.416,247,775,0.319,378,549,0.689,305,1175,419,184,107,481,644
264,Sam Houston State,34,21,13,0.618,-7.55,-6.35,10,8,14,2,5,9,2526,2424,1365,782,1835,0.426,233,679,0.343,627,863,0.727,306,1176,424,216,114,554,706
265,Samford,36,20,16,0.556,-1.87,-3.7,8,10,10,6,8,9,2834,2733,1490,961,2241,0.429,298,900,0.331,513,715,0.717,419,1277,591,244,134,449,733
266,San Diego State,33,19,14,0.576,6.88,1.47,9,9,10,4,3,9,2260,2064,1325,715,1845,0.388,219,676,0.324,415,587,0.707,342,1157,366,175,116,426,627
267,San Diego,31,13,18,0.419,-5.78,0.92,6,12,7,10,6,7,2025,2210,1265,785,1710,0.459,225,615,0.366,415,608,0.683,257,1059,378,147,108,312,571
268,San Francisco,33,20,13,0.606,3.8,0.42,10,8,12,4,5,7,2362,2222,1320,793,1879,0.422,207,618,0.335,429,626,0.685,318,1163,377,174,127,440,561
269,San Jose State,30,14,16,0.467,-2.84,1.74,7,11,9,7,5,8,2195,2245,1205,776,1688,0.46,191,551,0.347,502,672,0.747,244,1028,391,179,89,416,585
270,Santa Clara,33,17,16,0.515,2.69,2.03,10,8,11,6,5,7,2204,2158,1340,769,1703,0.452,211,560,0.377,409,596,0.686,256,1116,416,127,91,409,548
271,Savannah State,29,13,16,0.448,-16.04,-8.44,10,6,7,4,6,10,2485,2665,1165,960,2123,0.452,307,926,0.332,438,653,0.671,457,1411,585,184,132,461,584
272,Seattle,30,13,17,0.433,-8.36,-3.95,5,9,9,7,3,9,2091,2141,1225,727,1803,0.403,249,790,0.315,438,606,0.723,344,1137,472,224,101,414,579
273,Seton Hall NCAA,33,21,12,0.636,12.1,9.25,10,8,12,2,4,6,2417,2323,1335,811,1872,0.433,214,628,0.341,487,677,0.719,295,1087,398,231,114,403,642
274,Siena,34,17,17,0.5,-2,-2.23,12,8,10,4,5,12,2549,2541,1365,901,2014,0.447,224,661,0.339,515,714,0.721,354,1135,430,221,127,415,696
275,South Alabama,32,14,18,0.438,-6.57,-2.9,7,11,10,7,4,10,2286,2322,1300,793,1793,0.442,237,681,0.348,499,716,0.697,342,1215,436,174,105,520,650
276,South Carolina State,31,11,20,0.355,-18.37,-6.61,7,9,6,4,4,14,2167,2486,1250,886,1832,0.484,218,631,0.345,496,696,0.713,366,1180,447,140,113,389,530
277,South Carolina Upstate,33,17,16,0.515,-7.64,-5.23,7,7,8,8,7,8,2575,2530,1335,919,2106,0.436,264,794,0.332,426,585,0.728,372,1209,526,196,62,363,598
278,South Carolina NCAA,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,1505,789,1969,0.401,208,687,0.303,628,868,0.724,382,1304,363,222,142,632,777
279,South Dakota State NCAA,35,18,17,0.514,-2.3,-0.66,8,8,11,3,3,12,2683,2697,1415,963,2140,0.45,369,990,0.373,402,557,0.722,356,1195,510,235,106,400,721
280,South Dakota,34,22,12,0.647,-0.42,-2.08,12,4,13,1,7,7,2639,2513,1365,888,2048,0.434,273,744,0.367,464,639,0.726,330,1235,442,174,133,465,681
281,South Florida,30,7,23,0.233,-7.28,2.39,1,17,6,11,1,11,1945,2235,1205,740,1724,0.429,281,708,0.397,474,692,0.685,373,1119,474,247,131,398,515
282,Southeast Missouri State,33,15,18,0.455,-5.89,-4.28,9,7,10,4,4,11,2460,2464,1330,857,1793,0.478,264,719,0.367,486,684,0.711,310,1163,474,155,99,519,601
283,Southeastern Louisiana,32,16,16,0.5,-7.36,-8.13,9,9,11,3,5,12,2268,2182,1280,752,1747,0.43,202,589,0.343,476,682,0.698,324,1033,378,200,127,486,660
284,Southern California NCAA,36,26,10,0.722,11.48,6.4,10,8,14,3,6,5,2816,2633,1445,973,2243,0.434,301,819,0.368,386,538,0.717,408,1272,522,200,115,452,673
285,SIU Edwardsville,30,6,24,0.2,-12.25,-3.29,1,15,3,10,2,13,2044,2282,1210,787,1688,0.466,176,535,0.329,532,727,0.732,278,1051,444,190,107,394,659
286,Southern Illinois,33,17,16,0.515,1.09,2.65,9,9,11,6,5,9,2260,2289,1340,812,1817,0.447,266,672,0.396,399,606,0.658,345,1164,417,171,113,453,610
287,Southern Methodist NCAA,35,30,5,0.857,18.71,4.45,17,1,18,0,8,3,2599,2100,1400,745,1928,0.386,282,878,0.321,328,474,0.692,329,1035,415,172,105,409,633
288,Southern Mississippi,31,9,22,0.29,-13.4,-2.78,6,12,8,6,1,12,1952,2239,1260,776,1765,0.44,282,763,0.37,405,585,0.692,272,1138,466,184,124,362,523
289,Southern Utah,33,6,27,0.182,-15.58,-5.39,3,15,3,10,2,14,2559,2814,1335,917,1922,0.477,290,753,0.385,690,959,0.719,327,1232,504,187,145,414,722
290,Southern,33,15,18,0.455,-14.48,-11.68,10,8,11,4,4,13,2360,2401,1325,849,1988,0.427,206,653,0.315,495,742,0.667,425,1206,370,193,135,407,631
291,St. Bonaventure,32,20,12,0.625,5.95,1.48,11,7,11,4,5,5,2459,2316,1290,778,1801,0.432,243,689,0.353,517,747,0.692,352,1101,444,165,121,475,659
292,St. Francis (NY),31,4,27,0.129,-19.24,-6.54,2,16,3,10,0,16,1921,2284,1250,795,1676,0.474,161,457,0.352,533,783,0.681,338,1293,377,166,106,434,585
293,St. John's (NY),33,14,19,0.424,6.45,8.39,7,11,9,5,4,9,2534,2598,1320,904,1963,0.461,249,665,0.374,541,771,0.702,390,1286,495,207,107,500,676
294,Stanford,31,14,17,0.452,6.39,8.59,6,12,10,5,1,10,2162,2204,1245,751,1691,0.444,258,676,0.382,444,640,0.694,277,1030,440,192,114,445,586
295,Stephen F. Austin,33,18,15,0.545,-7.01,-5.75,12,6,12,2,4,10,2289,2271,1330,772,1712,0.451,208,592,0.351,519,763,0.68,306,1013,399,239,102,534,673
296,Stetson,32,11,21,0.344,-14.21,-5.45,3,11,7,7,4,13,2471,2654,1285,964,2122,0.454,267,769,0.347,459,660,0.695,401,1382,485,164,123,370,613
297,Stony Brook,32,18,14,0.563,-4.71,-5.05,12,4,10,6,7,8,2215,2204,1280,747,1702,0.439,232,618,0.375,478,682,0.701,303,1158,363,142,75,423,623
298,Syracuse,34,19,15,0.559,13.7,8.47,10,8,17,4,2,8,2594,2416,1370,867,2014,0.43,295,861,0.343,387,586,0.66,431,1216,582,210,89,456,611
299,Temple,32,16,16,0.5,4.84,5.09,7,11,9,7,4,8,2269,2277,1295,807,1875,0.43,226,658,0.343,437,601,0.727,369,1212,437,172,126,404,486
300,Tennessee-Martin,35,22,13,0.629,-4.7,-4.34,10,6,14,2,7,10,2693,2630,1415,931,2097,0.444,321,918,0.35,447,631,0.708,402,1154,538,226,97,477,633
301,Tennessee State,30,17,13,0.567,-1.57,-2.96,8,8,7,5,8,7,2134,2032,1220,637,1567,0.407,248,712,0.348,510,737,0.692,288,980,383,167,89,471,637
302,Tennessee Tech,32,12,20,0.375,-7.6,-4.17,8,8,7,8,5,11,2317,2340,1300,788,1817,0.434,249,724,0.344,515,697,0.739,336,1163,471,184,109,467,649
303,Tennessee,32,16,16,0.5,11.28,10.18,8,10,11,6,4,7,2383,2335,1285,783,1832,0.427,219,616,0.356,550,787,0.699,355,1184,384,191,121,447,677
