Rk,School,Overall G,Overall W,Overall L,Overall W-L%,Overall SRS,Overall SOS,Conference W,Conference L,Home W,Home L,Away W,Away L,Points Team,Points Opponent,MP,Opponent Totals FG,Opponent Totals FGA,Opponent Totals FG%,Opponent Totals 3P,Opponent Totals 3PA,Opponent Totals 3P%,Opponent Totals FT,Opponent Totals FTA,Opponent Totals FT%,Opponent Totals ORB,Opponent Totals TRB,Opponent Totals AST,Opponent Totals STL,Opponent Totals BLK,Opponent Totals TOV,Opponent Totals PF
41,UC-Davis NCAA,36,23,13,0.639,-5.21,-4.68,11,5,11,0,6,9,2525,2506,1455,889,2086,0.426,253,768,0.329,475,666,0.713,347,1241,479,248,122,503,759
42,UC-Irvine,36,21,15,0.583,0.18,-2.7,12,4,11,2,8,9,2514,2331,1450,779,2034,0.383,221,682,0.324,552,789,0.7,352,1191,407,201,97,379,638
43,UC-Riverside,29,8,21,0.276,-11.39,-3.87,5,11,5,8,3,12,1895,2016,1165,693,1660,0.417,224,663,0.338,406,560,0.725,292,1056,401,161,82,396,514
44,UC-Santa Barbara,28,6,22,0.214,-13.49,-2,4,12,5,8,1,12,1701,1987,1125,702,1572,0.447,236,698,0.338,347,502,0.691,275,1049,449,151,87,326,452
45,University of California,34,21,13,0.618,11.11,6.34,10,8,15,4,3,6,2316,2154,1380,757,1893,0.4,202,616,0.328,438,647,0.677,292,1095,390,162,123,379,636
46,Campbell,37,19,18,0.514,-9.68,-7.59,7,11,11,8,6,9,2653,2605,1490,896,2057,0.436,245,726,0.337,568,793,0.716,347,1252,461,254,92,442,631
47,Canisius,34,18,16,0.529,-2.82,-3.5,10,10,7,7,9,8,2665,2642,1370,962,1976,0.487,229,668,0.343,489,667,0.733,359,1200,468,191,112,508,639
48,Central Arkansas,32,8,24,0.25,-13.04,-3.76,7,11,5,6,3,16,2395,2692,1295,945,2031,0.465,350,892,0.392,452,650,0.695,378,1210,598,206,96,366,581
49,Central Connecticut State,29,6,23,0.207,-17.51,-7.68,4,14,3,9,3,14,1827,2112,1170,749,1602,0.468,233,613,0.38,381,555,0.686,304,1026,414,183,113,392,540
50,Central Florida,36,24,12,0.667,9.58,3.69,11,7,15,3,6,6,2414,2202,1445,793,2175,0.365,273,873,0.313,343,485,0.707,370,1174,483,231,103,351,708
51,Central Michigan,32,16,16,0.5,-5.76,-2.63,6,12,10,5,5,9,2826,2807,1295,1022,2222,0.46,282,815,0.346,481,688,0.699,423,1366,466,188,109,398,654
52,Charleston Southern,31,12,19,0.387,-12.28,-6.21,7,11,9,6,3,12,2304,2343,1255,795,1725,0.461,238,663,0.359,515,699,0.737,267,1088,429,155,113,391,552
53,Charlotte,30,13,17,0.433,-5.24,-0.93,7,11,10,5,3,9,2295,2407,1205,870,1860,0.468,207,566,0.366,460,656,0.701,339,1204,408,190,100,413,563
54,Chattanooga,31,19,12,0.613,1.1,-2.08,10,8,11,3,7,7,2314,2132,1245,748,1682,0.445,175,511,0.342,461,610,0.756,325,1040,365,196,106,463,602
55,Chicago State,32,6,26,0.188,-16.67,-0.19,1,13,3,7,2,17,2089,2511,1300,870,1870,0.465,302,835,0.362,469,664,0.706,337,1278,565,194,124,435,579
56,Cincinnati NCAA,36,30,6,0.833,18.43,5.49,16,2,18,0,8,3,2674,2208,1450,767,1974,0.389,251,731,0.343,423,575,0.736,368,1162,405,130,113,475,606
57,Citadel,33,12,21,0.364,-12.86,-2.93,4,14,8,8,3,12,2964,3121,1335,1106,2162,0.512,282,728,0.387,627,891,0.704,410,1450,626,238,135,578,701
58,Clemson,33,17,16,0.515,13.22,9.98,6,12,11,6,3,7,2468,2361,1325,875,1930,0.453,254,713,0.356,357,467,0.764,360,1158,424,168,112,451,627
59,Cleveland State,31,9,22,0.29,-6.73,-1.53,5,13,5,6,2,14,2083,2222,1260,771,1685,0.458,212,606,0.35,468,684,0.684,324,1153,463,157,105,485,557
60,Coastal Carolina,39,20,19,0.513,-3.94,-1.48,10,8,15,6,3,12,2833,2858,1570,979,2345,0.417,369,1098,0.336,531,751,0.707,385,1449,512,232,131,470,700
61,Colgate,32,10,22,0.313,-8.47,-3.6,8,10,4,8,6,12,2145,2273,1305,782,1732,0.452,252,672,0.375,457,660,0.692,263,1049,419,239,100,380,560
62,College of Charleston,35,25,10,0.714,3.99,-0.19,14,4,12,2,10,5,2416,2260,1405,813,1942,0.419,229,744,0.308,405,612,0.662,360,1237,393,135,116,432,677
63,Colorado State,36,24,12,0.667,6.03,2.17,13,5,15,5,7,5,2611,2447,1440,860,2115,0.407,272,858,0.317,455,663,0.686,388,1274,418,198,109,418,717
64,Colorado,34,19,15,0.559,9.12,6,8,10,13,4,4,9,2568,2455,1370,855,1978,0.432,277,754,0.367,468,662,0.707,340,1171,423,192,131,407,717
65,Columbia,27,11,16,0.407,-5.67,-3.13,5,9,7,6,4,10,1940,1964,1090,673,1552,0.434,251,695,0.361,367,536,0.685,303,1001,417,158,99,385,485
66,Connecticut,33,16,17,0.485,7.23,6.61,9,9,8,6,4,8,2220,2189,1330,754,1919,0.393,255,763,0.334,426,606,0.703,376,1164,402,200,93,349,551
67,Coppin State,32,8,24,0.25,-21.51,-8.01,7,9,5,6,3,16,2119,2521,1290,872,1856,0.47,256,732,0.35,521,747,0.697,367,1291,460,186,109,433,657
68,Cornell,29,8,21,0.276,-8.4,-1.55,4,10,3,8,4,12,2074,2238,1165,807,1769,0.456,214,605,0.354,410,556,0.737,277,1030,405,220,101,323,485
69,Creighton NCAA,35,25,10,0.714,17.27,8.95,10,8,13,4,7,4,2864,2549,1400,933,2134,0.437,259,786,0.33,424,615,0.689,379,1257,449,234,103,489,608
70,Dartmouth,27,7,20,0.259,-11.15,-3.45,4,10,3,9,4,11,1812,2020,1085,740,1575,0.47,197,562,0.351,343,484,0.709,246,899,324,184,127,293,510
71,Davidson,32,17,15,0.531,6.45,4.26,8,10,8,5,5,7,2362,2292,1290,810,1874,0.432,241,632,0.381,431,625,0.69,318,1167,417,215,109,382,580
72,Dayton NCAA,32,24,8,0.75,12.98,4.27,15,3,15,1,7,3,2428,2126,1285,731,1772,0.413,227,699,0.325,437,618,0.707,312,1110,404,139,116,479,633
73,Delaware State,32,10,22,0.313,-18.81,-9.37,7,9,4,7,6,14,2186,2399,1295,814,1826,0.446,273,779,0.35,498,689,0.723,392,1232,487,207,105,458,541
74,Delaware,33,13,20,0.394,-9.97,-1.42,5,13,9,5,3,12,2157,2381,1325,813,1823,0.446,280,772,0.363,475,711,0.668,306,1155,483,188,118,330,562
75,Denver,30,16,14,0.533,-2.99,-4.19,8,8,8,5,7,8,2275,2239,1210,756,1700,0.445,236,659,0.358,491,664,0.739,257,933,349,206,101,323,586
76,DePaul,32,9,23,0.281,2.09,7.78,2,16,8,10,1,9,2206,2388,1285,812,1743,0.466,253,701,0.361,511,700,0.73,308,1101,493,204,106,444,622
77,Detroit Mercy,31,8,23,0.258,-10.72,-1.62,6,12,5,9,3,13,2387,2630,1255,894,1789,0.5,252,663,0.38,590,853,0.692,323,1164,456,201,121,455,632
78,Drake,31,7,24,0.226,-4.71,1.91,5,13,6,9,1,11,2208,2390,1255,866,1878,0.461,259,702,0.369,399,574,0.695,338,1185,430,211,129,384,527
79,Drexel,32,9,23,0.281,-7.43,-2.56,3,15,5,8,4,14,2397,2508,1300,877,1899,0.462,244,684,0.357,510,739,0.69,340,1186,447,207,112,405,604
80,Duke NCAA,37,28,9,0.757,21.56,10.91,11,7,15,1,4,6,2991,2597,1480,959,2218,0.432,187,639,0.293,492,693,0.71,399,1245,447,176,88,447,737
81,Duquesne,32,10,22,0.313,-3.06,0.69,3,15,8,10,1,10,2256,2376,1280,843,1926,0.438,237,661,0.359,453,641,0.707,357,1195,510,189,152,400,614
82,East Carolina,33,15,18,0.455,-0.49,1.33,6,12,12,5,1,11,2088,2148,1320,771,1969,0.392,218,670,0.325,388,535,0.725,397,1231,410,215,109,374,605
83,East Tennessee State NCAA,35,27,8,0.771,7.31,-2.11,14,4,13,2,8,5,2782,2438,1415,819,1962,0.417,274,773,0.354,526,729,0.722,340,1123,387,242,126,548,729
84,Eastern Illinois,29,14,15,0.483,-5.35,-5.05,6,10,8,6,6,9,2169,2083,1195,718,1667,0.431,197,557,0.354,450,642,0.701,330,1127,373,171,92,459,532
85,Eastern Kentucky,31,12,19,0.387,-8.65,-2.44,5,11,8,6,3,12,2197,2330,1265,785,1770,0.444,224,641,0.349,536,734,0.73,348,1155,437,228,95,428,605
86,Eastern Michigan,33,16,17,0.485,-0.18,0.16,7,11,10,6,5,10,2566,2409,1330,772,1829,0.422,242,730,0.332,623,869,0.717,403,1208,498,215,86,533,630
87,Eastern Washington,34,22,12,0.647,-2.77,-4.43,13,5,15,1,6,10,2695,2592,1410,897,2031,0.442,271,731,0.371,527,733,0.719,343,1154,464,218,91,359,660
88,Elon,32,18,14,0.563,0.24,-1.39,10,8,10,4,6,8,2403,2292,1310,836,1989,0.42,251,786,0.319,369,524,0.704,328,1199,352,191,100,353,581
89,Evansville,33,16,17,0.485,1.45,2.42,6,12,13,4,2,9,2288,2261,1335,758,1800,0.421,242,714,0.339,503,712,0.706,313,1111,420,181,155,420,683
90,Fairfield,31,16,15,0.516,-4.75,-3.85,11,9,7,6,8,8,2251,2279,1250,830,1890,0.439,210,634,0.331,409,604,0.677,329,1182,392,200,76,392,528
91,Fairleigh Dickinson,30,11,19,0.367,-9.28,-5.31,9,9,7,4,3,14,2183,2250,1205,769,1704,0.451,202,591,0.342,510,734,0.695,350,1105,437,185,76,412,563
92,Florida A&M,30,7,23,0.233,-20.88,-11.85,5,11,4,10,3,11,2153,2365,1220,836,1834,0.456,270,746,0.362,423,626,0.676,373,1246,432,203,83,426,599
93,Florida Atlantic,30,10,20,0.333,-7.95,-1.98,6,12,5,9,5,8,2108,2221,1215,799,1772,0.451,189,518,0.365,434,624,0.696,331,1186,339,178,92,391,516
94,Florida Gulf Coast NCAA,34,26,8,0.765,2.26,-3.42,12,2,16,3,10,3,2701,2356,1370,830,1953,0.425,232,757,0.306,464,682,0.68,347,1085,412,209,98,441,604
95,Florida International,31,7,24,0.226,-8.1,-3.27,3,15,6,9,1,13,2178,2282,1270,809,1738,0.465,214,604,0.354,450,620,0.726,283,1000,426,205,120,359,493
96,Florida State NCAA,35,26,9,0.743,18.87,8.87,12,6,18,0,3,6,2873,2523,1400,857,2060,0.416,259,743,0.349,550,769,0.715,382,1189,424,176,104,494,688
97,Florida NCAA,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,2804,2394,1455,849,2070,0.41,198,649,0.305,498,705,0.706,375,1266,347,200,101,533,746
98,Fordham,32,13,19,0.406,-1.97,1.36,7,11,8,9,5,8,2090,2167,1300,732,1585,0.462,218,608,0.359,485,678,0.715,293,1147,481,209,113,561,521
99,Fresno State,33,20,13,0.606,4.37,2.31,11,7,13,2,6,10,2426,2315,1350,755,1817,0.416,230,692,0.332,575,810,0.71,318,1145,405,197,102,486,677
100,Furman,35,23,12,0.657,1.46,-3.75,14,4,11,3,12,8,2590,2319,1410,812,1915,0.424,245,785,0.312,450,643,0.7,314,1130,418,209,80,473,615
101,Gardner-Webb,33,19,14,0.576,-3.08,-5.71,11,7,9,5,8,8,2546,2319,1345,787,1885,0.418,230,670,0.343,515,748,0.689,333,1127,448,216,120,496,676
102,George Mason,34,20,14,0.588,3.01,1.28,9,9,10,7,7,5,2519,2437,1385,888,2090,0.425,252,764,0.33,409,587,0.697,312,1123,461,206,138,344,642
103,George Washington,35,20,15,0.571,2.37,2.11,10,8,14,3,5,8,2447,2438,1400,904,2031,0.445,233,659,0.354,397,546,0.727,312,1132,507,243,113,379,636
104,Georgetown,32,14,18,0.438,11.18,9.31,5,13,9,8,3,7,2369,2309,1290,798,1893,0.422,199,614,0.324,514,735,0.699,364,1116,399,221,110,393,667
105,Georgia Southern,33,18,15,0.545,-3.63,-2.83,11,7,10,4,6,11,2492,2420,1325,851,1962,0.434,273,806,0.339,445,667,0.667,397,1306,440,158,107,451,637
106,Georgia State,33,20,13,0.606,-0.33,-2.17,12,6,11,3,6,9,2442,2312,1325,758,1844,0.411,274,846,0.324,522,734,0.711,336,1100,440,203,90,474,607
107,Georgia Tech,37,21,16,0.568,7.82,8.21,8,10,16,4,3,10,2496,2472,1485,887,2231,0.398,272,824,0.33,426,608,0.701,429,1343,490,252,145,485,662
108,Georgia,34,19,15,0.559,11.13,10.28,9,9,12,6,5,7,2435,2393,1370,832,2024,0.411,246,734,0.335,483,692,0.698,365,1184,393,217,119,402,689
109,Gonzaga NCAA,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,3222,2398,1560,875,2400,0.365,223,771,0.289,425,646,0.658,421,1312,378,209,120,475,770
110,Grambling,33,16,17,0.485,-17.29,-11.89,10,8,11,2,4,12,2361,2412,1340,834,1761,0.474,245,660,0.371,499,736,0.678,359,1222,462,198,115,572,657
111,Grand Canyon,31,22,9,0.71,-0.16,-4.22,11,3,15,3,5,6,2282,2103,1250,759,1805,0.42,206,632,0.326,379,544,0.697,308,1124,376,205,99,466,662
112,Green Bay,32,18,14,0.563,-2.77,-2.83,12,6,10,3,7,9,2565,2479,1295,880,2037,0.432,281,780,0.36,438,658,0.666,359,1252,449,197,99,485,651
113,Hampton,31,14,17,0.452,-13.23,-9.92,11,5,9,4,5,11,2149,2219,1250,751,1729,0.434,219,608,0.36,498,733,0.679,311,1111,333,175,99,454,581
114,Hartford,32,9,23,0.281,-15.85,-5.56,4,12,6,8,3,15,2136,2465,1295,874,1923,0.454,250,643,0.389,467,671,0.696,393,1278,511,207,115,419,567
115,Harvard,28,18,10,0.643,2.3,-2.24,10,4,11,3,7,5,2012,1842,1120,634,1539,0.412,168,537,0.313,406,596,0.681,292,960,341,186,71,356,493
116,Hawaii,30,14,16,0.467,-6.19,-4.92,8,8,11,8,3,5,2042,2048,1210,726,1618,0.449,181,534,0.339,415,622,0.667,273,1000,322,206,90,425,613
117,High Point,31,15,16,0.484,-9.06,-6.28,9,9,8,8,7,7,2133,2136,1260,754,1715,0.44,254,699,0.363,374,552,0.678,284,1037,399,209,117,419,599
118,Hofstra,32,15,17,0.469,-2.35,-1.9,7,11,7,7,6,7,2473,2454,1290,904,1955,0.462,242,661,0.366,404,558,0.724,326,1149,471,163,93,339,644
119,Holy Cross,32,15,17,0.469,-5.26,-3.51,9,9,9,5,6,12,1932,1988,1285,702,1551,0.453,248,724,0.343,336,471,0.713,297,1084,457,153,93,508,553
120,Houston Baptist,31,17,14,0.548,-7.3,-4.44,12,6,13,1,4,12,2441,2398,1240,837,1825,0.459,236,661,0.357,488,662,0.737,288,1016,439,215,107,417,623
121,Houston,32,21,11,0.656,12.2,3.42,12,6,12,4,6,5,2358,2077,1285,701,1717,0.408,218,662,0.329,457,633,0.722,342,1115,360,153,98,437,578
122,Howard,34,10,24,0.294,-16.97,-7.97,5,11,6,6,2,16,2163,2433,1360,841,1973,0.426,258,727,0.355,495,711,0.696,418,1289,487,234,106,426,710
123,Idaho State,31,5,26,0.161,-15.1,-3.37,3,15,4,7,1,16,2164,2486,1250,879,1827,0.481,289,730,0.396,439,610,0.72,322,1154,454,206,102,402,593
124,Idaho,33,19,14,0.576,-5.34,-5.89,12,6,12,3,6,10,2412,2346,1350,752,1810,0.415,276,788,0.35,566,764,0.741,283,1094,396,178,104,410,667
125,Illinois-Chicago,36,17,19,0.472,-5.95,-3.63,7,11,10,8,5,9,2749,2754,1455,984,2329,0.422,245,686,0.357,541,739,0.732,425,1313,507,272,139,447,738
126,Illinois State,35,28,7,0.8,10.3,2.71,17,1,16,1,9,4,2418,2146,1405,733,1934,0.379,246,750,0.328,434,627,0.692,369,1206,387,204,91,448,576
127,Illinois,35,20,15,0.571,10.54,9.25,8,10,14,5,3,7,2508,2417,1405,869,2002,0.434,245,734,0.334,434,597,0.727,311,1161,396,186,97,448,651
128,Incarnate Word,29,12,17,0.414,-12.14,-5.62,7,11,10,5,2,12,2212,2320,1165,829,1798,0.461,165,487,0.339,497,684,0.727,343,1127,393,201,107,363,583
129,Indiana State,31,11,20,0.355,-1.02,3.18,5,13,8,6,3,10,2170,2255,1275,758,1807,0.419,209,560,0.373,530,766,0.692,343,1267,369,173,129,401,547
130,Indiana,34,18,16,0.529,14.63,8.16,7,11,14,4,2,8,2711,2491,1390,867,2021,0.429,233,692,0.337,524,743,0.705,355,1081,410,214,136,379,650
131,Iona NCAA,35,22,13,0.629,1.08,-2.47,12,8,8,4,7,7,2813,2689,1415,951,2183,0.436,280,776,0.361,507,729,0.695,429,1345,504,170,101,461,602
132,Iowa State NCAA,35,24,11,0.686,20.51,11.94,12,6,12,3,5,6,2829,2529,1425,933,2178,0.428,270,781,0.346,393,558,0.704,416,1339,484,167,121,491,578
133,Iowa,34,19,15,0.559,10.01,7.54,10,8,15,5,3,7,2738,2654,1395,976,2195,0.445,289,807,0.358,413,603,0.685,427,1303,587,265,117,486,673
134,IPFW,33,20,13,0.606,0.38,-3.19,8,8,14,3,6,9,2869,2602,1340,900,2031,0.443,327,854,0.383,475,636,0.747,277,1089,490,209,82,467,559
135,IUPUI,32,14,18,0.438,-4.29,-1.62,7,9,8,4,5,13,2500,2517,1290,860,1823,0.472,227,628,0.361,570,754,0.756,296,1129,429,185,129,438,639
136,Jackson State,32,14,18,0.438,-15.42,-11.55,10,8,10,4,4,13,2066,2142,1290,696,1602,0.434,188,565,0.333,562,782,0.719,282,1096,375,161,97,441,574
137,Jacksonville State NCAA,35,20,15,0.571,-2.85,-3.24,9,7,5,5,10,9,2434,2378,1410,816,1955,0.417,268,716,0.374,478,663,0.721,343,1116,400,210,106,381,626
138,Jacksonville,33,17,16,0.515,-10.21,-8.45,5,9,7,7,8,9,2557,2477,1325,882,1857,0.475,281,750,0.375,432,648,0.667,296,1101,452,186,99,483,615
139,James Madison,33,10,23,0.303,-5.64,-1.83,7,11,6,9,3,13,2194,2299,1335,775,1767,0.439,262,757,0.346,487,679,0.717,275,1025,418,202,88,391,605
140,Kansas State NCAA,35,21,14,0.6,14.8,10.48,8,10,11,5,5,6,2523,2372,1405,827,1921,0.431,250,654,0.382,468,642,0.729,382,1171,459,220,114,525,682
141,Kansas NCAA,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,1455,924,2200,0.42,268,753,0.356,472,660,0.715,401,1234,461,245,132,483,673
142,Kennesaw State,32,14,18,0.438,-8.44,-5.97,7,7,8,5,6,13,2401,2456,1280,885,1876,0.472,220,590,0.373,466,689,0.676,315,1101,390,212,97,398,585
143,Kent State NCAA,36,22,14,0.611,0.88,-1.63,10,8,10,6,7,5,2772,2628,1465,931,2139,0.435,265,761,0.348,501,713,0.703,385,1238,483,214,86,502,705
144,Kentucky NCAA,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,1525,979,2309,0.424,235,768,0.306,523,774,0.676,388,1332,431,182,127,544,867
145,La Salle,30,15,15,0.5,1.91,2.94,9,9,11,4,4,8,2266,2297,1220,810,1733,0.467,262,665,0.394,415,573,0.724,276,998,450,185,87,375,548
146,Lafayette,30,9,21,0.3,-14.68,-3.5,5,13,5,10,4,11,1995,2282,1205,807,1766,0.457,292,771,0.379,376,549,0.685,301,1120,448,229,65,388,540
147,Lamar,34,19,15,0.559,-7.36,-7.93,10,8,12,3,6,11,2623,2434,1375,853,1850,0.461,187,580,0.322,541,767,0.705,330,1162,452,199,154,545,694
148,Lehigh,32,20,12,0.625,1.54,-3.3,12,6,12,2,8,10,2432,2261,1295,816,1879,0.434,249,718,0.347,380,519,0.732,269,1029,431,204,82,420,567
149,Liberty,35,21,14,0.6,-5.51,-6.16,14,4,14,5,7,8,2331,2220,1415,738,1702,0.434,241,719,0.335,503,698,0.721,252,1179,378,158,84,499,607
150,Lipscomb,33,20,13,0.606,-1.55,-4.45,11,3,11,5,9,6,2804,2562,1325,872,1967,0.443,243,699,0.348,575,828,0.694,361,1171,432,224,106,514,734
151,Long Beach State,34,15,19,0.441,-5.98,-0.6,9,7,10,2,3,15,2549,2666,1385,939,2028,0.463,263,696,0.378,525,749,0.701,384,1236,471,232,141,469,690
